Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2018-11-09,PG,"Simmons, Ben",63.1,"9,700",phi,v cha, 133-132,41:03,   22pt 8rb 13as 2st 3bl 3to 9-15fg 4-6ft
2018-11-09,PG,"Walker, Kemba",54.9,"8,600",cha,@ phi, 132-133,40:16,   30pt 7rb 9as 1st 3trey 9-29fg 9-10ft
2018-11-09,SG,"Oladipo, Victor",54,"9,000",ind,@ mia, 110-102,36:43,   22pt 5rb 10as 4st 1to 1trey 9-22fg 3-5ft
2018-11-09,PG,"Wall, John",51.4,"9,900",was,@ orl, 108-117,42:20,   19pt 7rb 12as 2st 1bl 3to 9-21fg 1-2ft
2018-11-09,SG,"Beal, Bradley",46.8,"8,500",was,@ orl, 108-117,41:46,   27pt 4rb 6as 2st 1bl 3to 4trey 10-21fg 3-4ft
2018-11-09,PG,"Fox, De",44.8,"7,500",sac,v min, 121-110,33:10,   16pt 4rb 10as 1st 2bl 1trey 3-7fg 9-12ft
2018-11-09,PG,"Russell, D",39.3,"6,400",bkn,@ den, 112-110,26:06,   23pt 4rb 5as 2st 2to 3trey 7-14fg 6-8ft
2018-11-09,SG,"Butler, Jimmy",37.6,"9,500",min,@ sac, 110-121,41:12,   13pt 8rb 8as 2st 3to 3-12fg 7-10ft
2018-11-09,PG,"Lin, Jeremy",37.6,"4,000",atl,v det, 109-124,21:36,   19pt 3rb 4as 3st 2trey 5-9fg 7-7ft
2018-11-09,SG,"Smart, Marcus",36.6,"5,100",bos,@ uta, 115-123,33:13,   13pt 3rb 10as 2st 1to 4trey 4-9fg 1-2ft
2018-11-09,PG,"Rose, Derrick",35.7,"6,000",min,@ sac, 110-121,34:36,   21pt 6rb 5as 1st 3to 3trey 7-16fg 4-4ft
2018-11-09,SG,"Fournier, Evan",34.8,"6,900",orl,v was, 117-108,36:42,   15pt 4rb 6as 2st 1bl 3to 3trey 6-17fg
2018-11-09,PG,"Collison, Darren",34.6,"4,600",ind,@ mia, 110-102,36:24,   17pt 3rb 4as 1st 2bl 1to 6-10fg 5-8ft
2018-11-09,PG,"Rozier, Terry",33.7,"6,200",bos,@ uta, 115-123,36:09,   22pt 6rb 3as 5trey 7-13fg 3-3ft
2018-11-09,SG,"LeVert, Caris",32.9,"7,700",bkn,@ den, 112-110,31:26,   17pt 2rb 5as 1st 1bl 1trey 6-14fg 4-9ft
2018-11-09,SG,"Mitchell, Donovan",31.9,"8,800",uta,v bos, 123-115,33:50,   21pt 2rb 5as 2st 5to 1trey 5-14fg 10-13ft
2018-11-09,PG,"Dinwiddie, Spencer",31.2,"5,300",bkn,@ den, 112-110,29:48,   12pt 6rb 6as 1bl 1trey 3-11fg 5-6ft
2018-11-09,PG,"Rubio, Ricky",30.7,"6,600",uta,v bos, 123-115,37:03,   17pt 6rb 7as 4to 1trey 7-13fg 2-2ft
2018-11-09,SG,"Lamb, Jeremy",30.1,"4,800",cha,@ phi, 132-133,24:23,   17pt 3rb 1as 2st 1bl 1to 3trey 6-12fg 2-2ft
2018-11-09,SG,"Hield, Buddy",29.5,"7,400",sac,v min, 121-110,33:20,   15pt 10rb 3as 2to 3trey 6-14fg
2018-11-09,SG,"Morris, Monte",28.2,"3,800",den,v bkn, 110-112,22:07,   15pt 6rb 2as 1st 1trey 7-11fg
2018-11-09,SG,"Ross, Terrence",26.9,"4,800",orl,v was, 117-108,29:44,   12pt 7rb 3as 2st 4to 1trey 5-11fg 1-2ft
2018-11-09,PG,"Murray, Jamal",26.9,"7,500",den,v bkn, 110-112,40:26,   16pt 2rb 5as 1st 2to 5-14fg 6-6ft
2018-11-09,PG,"Grant, Jerian",24.6,"4,200",orl,v was, 117-108,22:56,   13pt 3rb 2as 1st 1bl 1to 2trey 5-5fg 1-1ft
2018-11-09,SG,"Shumpert, Iman",24.4,"3,700",sac,v min, 121-110,31:49,   17pt 2rb 2as 1st 1to 4trey 5-16fg 3-3ft
2018-11-09,SG,"Redick, JJ",24.4,"5,200",phi,v cha, 133-132,36:41,   17pt 2rb 4as 1to 2trey 7-16fg 1-1ft
2018-11-09,SG,"McGruder, Rodney",24.3,"4,900",mia,v ind, 102-110,33:53,   11pt 4rb 5as 1st 2to 3trey 4-11fg
2018-11-09,SG,"Galloway, Langston",23.2,"3,900",det,@ atl, 124-109,23:57,   16pt 1rb 2as 1bl 5trey 5-9fg 1-1ft
2018-11-09,PG,"Johnson, Tyler",22.9,"4,700",mia,v ind, 102-110,33:06,   15pt 2rb 5as 1bl 5to 3trey 5-12fg 2-4ft
2018-11-09,PG,"Young, Trae",22.3,"7,400",atl,v det, 109-124,23:13,   16pt 4rb 5as 6to 4-9fg 8-8ft
2018-11-09,PG,"Joseph, Cory",22,"3,900",ind,@ mia, 110-102,31:50,   14pt 5rb 2as 1to 2trey 6-7fg
2018-11-09,SG,"Bullock, Reggie",21.6,"4,200",det,@ atl, 124-109,23:32,   13pt 3rb 4as 1to 3trey 5-9fg
2018-11-09,SG,"Monk, Malik",21.6,"4,500",cha,@ phi, 132-133,27:28,   12pt 3rb 4as 2trey 4-19fg 2-3ft
2018-11-09,PG,"Augustin, DJ",20.4,"4,800",orl,v was, 117-108,25:04,   11pt 2rb 4as 1st 2to 2trey 2-5fg 5-6ft
2018-11-09,PG,"Jackson, Reggie",18.9,"5,800",det,@ atl, 124-109,21:15,   10pt 2rb 3as 1st 1to 2trey 4-9fg
2018-11-09,PG,"Smith, Ishmael",18.7,"5,100",det,@ atl, 124-109,23:06,   10pt 1rb 3as 1bl 2trey 4-9fg
2018-11-09,SG,"Brown, Jaylen",18.3,"5,000",bos,@ uta, 115-123,29:54,   9pt 4rb 1as 1bl 1trey 4-17fg
2018-11-09,PG,"Jones, Tyus",17.1,"4,000",min,@ sac, 110-121,25:36,   7pt 3rb 3as 1st 1to 2-8fg 3-4ft
2018-11-09,SG,"Fultz, Markelle",17,"4,900",phi,v cha, 133-132,23:18,   7pt 5rb 4as 2to 2-5fg 3-6ft
2018-11-09,SG,"Harris, Gary",14.4,"6,800",den,v bkn, 110-112,36:22,   4pt 2rb 4as 1bl 1to 1-11fg 2-2ft
2018-11-09,SG,"Bazemore, Kent",14.1,"6,800",atl,v det, 109-124,21:45,   8pt 3rb 1as 1bl 2to 3-6fg 2-2ft
