Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2018-02-12,PG,"McConnell, TJ",54.5,"4,500",phi,v nyk, 108-92,37:10,   10pt 10rb 11as 6st 2to 5-11fg
2018-02-12,SG,"Holiday, Jrue",49.6,"7,600",nor,@ det, 118-103,34:37,   21pt 3rb 12as 2st 1bl 2to 8-16fg 5-5ft
2018-02-12,SG,"Mitchell, Donovan",48.9,"7,600",uta,v sas, 101-99,38:01,   25pt 7rb 5as 3st 1to 3trey 9-28fg 4-6ft
2018-02-12,PG,"Curry, Stephen",43.3,"10,200",gsw,v pho, 129-83,29:53,   22pt 9rb 7as 1bl 3to 3trey 8-17fg 3-3ft
2018-02-12,PG,"Payton, Elfrid",42.1,"7,500",pho,@ gsw, 83-129,31:21,   29pt 8rb 5as 4to 2trey 11-18fg 5-7ft
2018-02-12,SG,"Williams, Louis",36.4,"6,800",lac,@ bkn, 114-101,29:56,   20pt 2rb 4as 2st 1bl 1to 8-16fg 4-5ft
2018-02-12,SG,"Fournier, Evan",36.1,"6,600",orl,@ chi, 101-105,33:21,   22pt 3rb 5as 1bl 3trey 9-15fg 1-1ft
2018-02-12,SG,"LaVine, Zach",34.9,"8,200",chi,v orl, 105-101,33:12,   18pt 7rb 5as 1st 2to 2trey 7-16fg 2-2ft
2018-02-12,PG,"Grant, Jerian",34.7,"6,500",chi,v orl, 105-101,37:20,   14pt 6rb 7as 1st 1bl 3to 1trey 6-9fg 1-3ft
2018-02-12,PG,"Dinwiddie, Spencer",27.4,"7,500",bkn,v lac, 101-114,36:09,   13pt 2rb 8as 1st 3to 4trey 4-13fg 1-2ft
2018-02-12,PG,"Rivers, Austin",26.4,"5,100",lac,@ bkn, 114-101,35:14,   17pt 2rb 4as 1st 2to 1trey 8-13fg
2018-02-12,PG,"Rondo, Rajon",26,"5,500",nor,@ det, 118-103,30:11,   8pt 5rb 8as 1bl 3to 2trey 3-8fg
2018-02-12,SG,"Russell, D",25.9,"5,400",bkn,v lac, 101-114,24:55,   16pt 2rb 5as 1st 3to 1trey 7-17fg 1-1ft
2018-02-12,SG,"Young, Nick",25.6,"3,500",gsw,v pho, 129-83,23:42,   16pt 3rb 2st 3trey 5-10fg 3-3ft
2018-02-12,SG,"Green, Danny",25,"4,400",sas,@ uta, 99-101,30:15,   13pt 5rb 2bl 3trey 4-9fg 2-2ft
2018-02-12,PG,"Murray, Dejounte",24.8,"5,100",sas,@ uta, 99-101,28:41,   12pt 4rb 4as 1st 1to 6-14fg
2018-02-12,SG,"Redick, JJ",23.2,"5,400",phi,v nyk, 108-92,26:02,   18pt 1rb 2as 1st 2to 3trey 6-11fg 3-4ft
2018-02-12,SG,"Lee, Courtney",22.9,"4,800",nyk,@ phi, 92-108,30:02,   18pt 2rb 1as 1st 2to 3trey 4-8fg 7-7ft
