Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2017-01-10,SG,"Harden, James",69,"11,700",hou,v cha, 121-114,37:47,   40pt 15rb 10as 4to 7trey 11-24fg 11-14ft
2017-01-10,SG,"DeRozan, DeMar",59.6,"9,000",tor,v bos, 114-106,37:54,   41pt 13rb 2st 1to 1trey 16-29fg 8-9ft
2017-01-10,PG,"Wall, John",53.2,"9,500",was,v chi, 101-99,40:10,   26pt 6rb 14as 1st 1bl 5to 1trey 11-21fg 3-4ft
2017-01-10,PG,"Curry, Stephen",48.1,"8,800",gsw,v mia, 107-95,35:43,   24pt 8rb 9as 1st 1bl 3to 4trey 8-21fg 4-5ft
2017-01-10,PG,"Walker, Kemba",46.2,"8,300",cha,@ hou, 114-121,36:29,   25pt 6rb 10as 1st 1bl 5to 5trey 9-20fg 2-3ft
2017-01-10,PG,"Lowry, Kyle",44.3,"8,800",tor,v bos, 114-106,42:14,   24pt 4rb 9as 2st 1bl 4to 5trey 7-12fg 5-8ft
2017-01-10,PG,"Schroder, Dennis",39.2,"6,900",atl,@ bkn, 117-97,29:36,   19pt 1rb 10as 2st 2trey 7-14fg 3-3ft
2017-01-10,PG,"Lillard, Damian",38.6,"8,900",por,@ lal, 108-87,31:16,   20pt 8rb 6as 1bl 2to 1trey 7-21fg 5-6ft
2017-01-10,PG,"Thomas, Isaiah",37.7,"8,900",bos,@ tor, 106-114,36:32,   27pt 1rb 7as 1to 3trey 8-19fg 8-9ft
2017-01-10,PG,"Smart, Marcus",35.3,"5,200",bos,@ tor, 106-114,37:36,   16pt 4rb 5as 4st 1bl 3to 1trey 6-11fg 3-3ft
2017-01-10,SG,"McCollum, CJ",35.2,"8,800",por,@ lal, 108-87,33:37,   25pt 1rb 4as 2st 1to 2trey 10-18fg 3-4ft
2017-01-10,PG,"Brogdon, Malcolm",34.2,"4,800",mil,@ sas, 109-107,25:22,   17pt 6rb 6as 1bl 1to 3trey 5-11fg 4-5ft
2017-01-10,PG,"Russell, D",33.6,"6,700",lal,v por, 87-108,30:11,   9pt 8rb 6as 3st 1bl 2to 4-14fg 1-4ft
2017-01-10,PG,"Johnson, Tyler",30.9,"6,100",mia,@ gsw, 95-107,29:59,   18pt 7rb 3as 3trey 6-11fg 3-4ft
2017-01-10,SG,"Pope, Kentavious",30,"5,700",det,@ sac, 94-100,39:43,   21pt 5rb 2as 1st 2to 6trey 6-12fg 3-3ft
2017-01-10,PG,"Irving, Kyrie",29.8,"8,100",cle,@ uta, 92-100,39:00,   20pt 4rb 4as 1st 3to 2trey 5-18fg 8-8ft
2017-01-10,PG,"Rondo, Rajon",29.8,"4,000",chi,@ was, 99-101,27:16,   12pt 4rb 6as 3st 2to 6-13fg
2017-01-10,SG,"Hood, Rodney",29.5,"4,000",uta,v cle, 100-92,35:14,   18pt 5rb 3as 2st 3to 4trey 7-15fg
2017-01-10,PG,"Parker, Tony",28.1,"4,700",sas,v mil, 107-109,32:32,   14pt 3rb 7as 1st 2to 7-15fg
2017-01-10,SG,"Valentine, Denzel",27.4,"3,800",chi,@ was, 99-101,30:09,   19pt 2rb 2as 2st 1to 5trey 7-15fg
2017-01-10,SG,"Waiters, Dion",26.6,"4,800",mia,@ gsw, 95-107,37:41,   8pt 3rb 8as 2st 1to 4-17fg
2017-01-10,PG,"Williams, Michael",26.4,"4,800",chi,@ was, 99-101,28:50,   14pt 7rb 2as 2st 3to 4-12fg 6-7ft
2017-01-10,PG,"Hill, George",25.1,"6,500",uta,v cle, 100-92,36:39,   13pt 3rb 7as 2to 2trey 5-11fg 1-4ft
2017-01-10,SG,"Lamb, Jeremy",25,"4,000",cha,@ hou, 114-121,27:32,   11pt 5rb 4as 1st 1trey 4-12fg 2-2ft
2017-01-10,SG,"Belinelli, Marco",24.6,"4,000",cha,@ hou, 114-121,28:27,   15pt 3rb 6as 3to 3trey 6-13fg
2017-01-10,PG,"Dragic, Goran",24.4,"6,900",mia,@ gsw, 95-107,37:53,   17pt 2rb 4as 1st 3to 2trey 7-16fg 1-1ft
2017-01-10,SG,"Beal, Bradley",24.3,"6,900",was,v chi, 101-99,37:18,   19pt 4rb 3as 4to 3trey 7-15fg 2-3ft
2017-01-10,SG,"Jr, Tim",23.4,"4,500",atl,@ bkn, 117-97,22:21,   9pt 2rb 4as 1st 2bl 1trey 3-9fg 2-4ft
2017-01-10,PG,"Beverley, Patrick",23.1,"5,900",hou,v cha, 121-114,32:07,   8pt 8rb 5as 2to 2trey 2-10fg 2-2ft
2017-01-10,PG,"Jackson, Reggie",21.9,"7,100",det,@ sac, 94-100,30:39,   19pt 2rb 3as 4to 3trey 8-15fg 0-1ft
2017-01-10,SG,"Kilpatrick, Sean",20,"4,100",bkn,v atl, 97-117,24:41,   14pt 5rb 1st 2to 1trey 6-14fg 1-2ft
2017-01-10,PG,"Dinwiddie, Spencer",19.9,"3,900",bkn,v atl, 97-117,22:02,   4pt 7rb 5as 1st 2to 1-5fg 2-2ft
2017-01-10,SG,"Green, Danny",18.6,"3,700",sas,v mil, 107-109,26:02,   14pt 3rb 1bl 1to 4trey 5-12fg
2017-01-10,SG,"Green, Gerald",18,"3,500",bos,@ tor, 106-114,24:02,   14pt 5rb 2to 6-12fg 2-2ft
2017-01-10,PG,"Grant, Jerian",17.4,"3,600",chi,@ was, 99-101,25:05,   9pt 2rb 6as 1st 5to 1trey 2-5fg 4-4ft
2017-01-10,PG,"Whitehead, Isaiah",16.9,"3,500",bkn,v atl, 97-117,26:16,   7pt 2rb 3as 2bl 1to 1trey 3-8fg
2017-01-10,PG,"Dellavedova, Matthew",15.9,"3,800",mil,@ sas, 109-107,22:46,   4pt 2rb 5as 2st 2to 2-5fg
2017-01-10,PG,"Clarkson, Jordan",15.7,"4,300",lal,v por, 87-108,22:32,   9pt 1rb 1as 2st 2trey 3-9fg 1-1ft
2017-01-10,SG,"Clark, Ian",14.7,"3,500",gsw,v mia, 107-95,22:18,   10pt 1rb 3as 1to 2trey 4-9fg
2017-01-10,SG,"Temple, Garrett",14.2,"4,300",sac,v det, 100-94,30:04,   11pt 1rb 1st 3trey 4-8fg
2017-01-10,PG,"Collison, Darren",14,"4,500",sac,v det, 100-94,27:47,   9pt 4as 1to 1trey 4-10fg
2017-01-10,SG,"Young, Nick",13.5,"4,100",lal,v por, 87-108,27:36,   8pt 1as 1st 1bl 2trey 2-9fg 2-3ft
2017-01-10,SG,"Liggins, DeAndre",11.9,"3,600",cle,@ uta, 92-100,18:59,   6pt 2rb 1as 1st 1bl 2to 2trey 2-4fg
2017-01-10,PG,"Joseph, Cory",11.2,"3,800",tor,v bos, 114-106,23:45,   7pt 1rb 2as 1trey 2-5fg 2-2ft
2017-01-10,SG,"Crabbe, Allen",11.2,"4,200",por,@ lal, 108-87,26:17,   9pt 1rb 1st 1to 1trey 4-8fg
2017-01-10,PG,"Delaney, Malcolm",10.7,"3,500",atl,@ bkn, 117-97,16:10,   12pt 1rb 1as 4to 1trey 5-6fg 1-3ft
2017-01-10,SG,"Williams, Louis",10.5,"4,700",lal,v por, 87-108,16:27,   10pt 1as 1to 2trey 4-10fg
2017-01-10,PG,"Terry, Jason",10.5,"3,500",mil,@ sas, 109-107,17:13,   3pt 1as 2st 1bl 1trey 1-2fg
2017-01-10,PG,"Smith, Ishmael",10.2,"3,600",det,@ sac, 94-100,17:21,   6pt 1rb 2st 1to 2-5fg 2-2ft
2017-01-10,PG,"Livingston, Shaun",9.5,"3,500",gsw,v mia, 107-95,17:33,   8pt 1as 3-5fg 2-4ft
2017-01-10,PG,"Lawson, Ty",9.4,"4,400",sac,v det, 100-94,24:12,   8pt 2rb 2as 4to 1trey 2-9fg 3-4ft
2017-01-10,PG,"Burke, Trey",7.9,"3,500",was,v chi, 101-99,12:58,   6pt 2rb 1as 2to 2trey 2-4fg
2017-01-10,PG,"Mills, Patty",6.9,"3,700",sas,v mil, 107-109,15:28,   0pt 2rb 5as 3to 0-3fg
2017-01-10,PG,"Sessions, Ramon",6.7,"3,500",cha,@ hou, 114-121,14:12,   5pt 1rb 1as 1to 1trey 2-5fg
2017-01-10,SG,"Afflalo, Arron",6.7,"3,500",sac,v det, 100-94,11:25,   4pt 1rb 1as 1-1fg 2-2ft
2017-01-10,SG,"Antetokounmpo, Giannis",6.4,"10,100",mil,@ sas, 109-107,9:10,   0pt 2rb 2as 1bl 1to 0-3fg
2017-01-10,SG,"McCaw, Patrick",5.6,"3,500",gsw,v mia, 107-95,18:30,   3pt 3rb 1to 1trey 1-3fg
2017-01-10,PG,"Felder, Kay",5.5,"3,500",cle,@ uta, 92-100,4:56,   4pt 1as 2-3fg
2017-01-10,SG,"Ginobili, Manu",4.7,"3,900",sas,v mil, 107-109,14:49,   3pt 1rb 1as 1to 1trey 1-6fg
2017-01-10,PG,"Huertas, Marcelo",4.7,"3,500",lal,v por, 87-108,3:03,   2pt 1rb 1as 1-1fg
2017-01-10,PG,"Napier, Shabazz",4.7,"3,500",por,@ lal, 108-87,2:33,   2pt 1rb 1as 1-1fg
2017-01-10,SG,"Korver, Kyle",4.6,"4,200",cle,@ uta, 92-100,17:47,   2pt 3rb 1to 1-5fg
2017-01-10,SG,"Shumpert, Iman",4.4,"3,700",cle,@ uta, 92-100,21:17,   2pt 2rb 1-5fg
2017-01-10,SG,"Harris, Joe",3.2,"3,500",bkn,v atl, 97-117,14:04,   2pt 1rb 1-2fg
2017-01-10,SG,"Ellington, Wayne",3,"3,600",mia,@ gsw, 95-107,7:00,   3pt 0-1fg 3-3ft
2017-01-10,SG,"McClellan, Sheldon",2.7,"3,500",was,v chi, 101-99,6:51,   0pt 1rb 1as
2017-01-10,SG,"Foye, Randy",2.7,"3,500",bkn,v atl, 97-117,8:00,   0pt 1rb 1as 0-1fg
2017-01-10,SG,"McLemore, Ben",1.5,"3,500",sac,v det, 100-94,2:28,   0pt 1as
2017-01-10,PG,"Rozier, Terry",1.5,"3,500",bos,@ tor, 106-114,3:00,   0pt 1as 0-1fg
2017-01-10,SG,"Connaughton, Pat",1.5,"3,500",por,@ lal, 108-87,2:33,   0pt 1as
2017-01-10,SG,"Powell, Norman",1,"3,500",tor,v bos, 114-106,4:06,   2pt 1to 1-1fg
2017-01-10,PG,"Mack, Shelvin",0.2,"3,500",uta,v cle, 100-92,8:52,   0pt 1rb 1to 0-2fg
2017-01-10,PG,"Canaan, Isaiah",0.2,"3,500",chi,@ was, 99-101,10:15,   0pt 1rb 1to
2017-01-10,PG,"Calderon, Jose",0,"3,500",lal,v por, 87-108,2:33,   0pt
2017-01-10,SG,"Hilliard, Darrun",0,"3,500",det,@ sac, 94-100,00:24,   0pt
2017-01-10,SG,"Jones, James",0,"3,500",cle,@ uta, 92-100,00:27,   0pt
2017-01-10,SG,"McRae, Jordan",0,"3,600",cle,@ uta, 92-100,00:27,   0pt
2017-01-10,SG,"Thornton, Marcus",0,"3,500",was,v chi, 101-99,0,   
2017-01-10,SG,"Murray, Dejounte",0,"3,500",sas,v mil, 107-109,0,   
2017-01-10,SG,"Richardson, Josh",0,"5,200",mia,@ gsw, 95-107,0,   
2017-01-10,PG,"Brown, Bobby",0,"3,500",hou,v cha, 121-114,0,   
2017-01-10,SG,"Satoransky, Tomas",0,"3,500",was,v chi, 101-99,0,   
2017-01-10,SG,"Batum, Nicolas",0,"7,500",cha,@ hou, 114-121,0,   
2017-01-10,PG,"Ennis, Tyler",0,"3,500",hou,v cha, 121-114,0,   
2017-01-10,PG,"Roberts, Brian",0,"3,500",cha,@ hou, 114-121,0,   
2017-01-10,SG,"Wade, Dwyane",0,"6,600",chi,@ was, 99-101,0,   
2017-01-10,SG,"McDaniels, KJ",0,"3,500",hou,v cha, 121-114,0,   
2017-01-10,SG,"Gordon, Eric",0,"5,900",hou,v cha, 121-114,0,   
2017-01-10,SG,"Vaughn, Rashad",0,"3,500",mil,@ sas, 109-107,0,   
2017-01-10,PG,"Jackson, Demetrius",0,"3,500",bos,@ tor, 106-114,0,   
2017-01-10,PG,"Wright, Delon",0,"3,500",tor,v bos, 114-106,0,   
2017-01-10,PG,"Udrih, Beno",0,"3,500",det,@ sac, 94-100,0,   
2017-01-10,SG,"Bullock, Reggie",0,"3,500",det,@ sac, 94-100,0,   
2017-01-10,SG,"Bradley, Avery",0,"6,700",bos,@ tor, 106-114,0,   
2017-01-10,PG,"Lin, Jeremy",0,"6,300",bkn,v atl, 97-117,0,   
2017-01-10,SG,"Smith, JR",0,"3,500",cle,@ uta, 92-100,0,   
2017-01-10,PG,"VanVleet, Fred",0,"3,500",tor,v bos, 114-106,0,   
2017-01-10,SG,"Gbinije, Michael",0,"3,500",det,@ sac, 94-100,0,   
2017-01-10,SG,"Forbes, Bryn",0,"3,500",sas,v mil, 107-109,0,   
2017-01-10,SG,"Middleton, Khris",0,"4,500",mil,@ sas, 109-107,0,   
2017-01-10,SG,"Thompson, Klay",0,"6,400",gsw,v mia, 107-95,0,   
2017-01-10,PG,"Neto, Raul",0,"3,500",uta,v cle, 100-92,0,   
2017-01-10,PG,"Quarterman, Tim",0,"3,500",por,@ lal, 108-87,0,   
2017-01-10,SF,"Leonard, Kawhi",52.4,"8,300",sas,v mil, 107-109,36:02,   30pt 7rb 2as 3st 3bl 1to 2trey 10-16fg 8-10ft
2017-01-10,SF,"James, LeBron",47.7,"10,000",cle,@ uta, 92-100,36:55,   29pt 6rb 5as 4st 4to 3trey 10-20fg 6-7ft
2017-01-10,SF,"Beasley, Michael",46,"3,600",mil,@ sas, 109-107,34:21,   28pt 5rb 4as 2st 3bl 4to 1trey 11-18fg 5-6ft
2017-01-10,SF,"Hayward, Gordon",44.8,"7,200",uta,v cle, 100-92,37:27,   28pt 9rb 2as 1st 1bl 1to 4trey 10-12fg 4-5ft
2017-01-10,SF,"Durant, Kevin",41.6,"10,100",gsw,v mia, 107-95,36:35,   28pt 8rb 1st 2bl 2to 3trey 10-21fg 5-5ft
2017-01-10,PF,"Green, Draymond",38.3,"7,900",gsw,v mia, 107-95,35:33,   13pt 9rb 5as 2st 2bl 1to 4-11fg 5-6ft
2017-01-10,PF,"Parker, Jabari",36.9,"6,900",mil,@ sas, 109-107,34:02,   22pt 7rb 3as 1st 2trey 9-16fg 2-2ft
2017-01-10,PF,"Millsap, Paul",36.6,"8,100",atl,@ bkn, 117-97,28:46,   14pt 8rb 4as 1st 3bl 1to 6-14fg 2-4ft
2017-01-10,PF,"Aminu, Al",36,"4,600",por,@ lal, 108-87,29:13,   8pt 15rb 4as 3bl 2to 1trey 3-6fg 1-2ft
2017-01-10,PF,"Morris, Markieff",29.8,"5,100",was,v chi, 101-99,21:39,   19pt 4rb 2as 3st 3to 3trey 8-12fg
2017-01-10,PF,"Harris, Tobias",29.6,"6,100",det,@ sac, 94-100,39:33,   18pt 3rb 2as 1st 2bl 1to 2trey 7-15fg 2-2ft
2017-01-10,PF,"Humphries, Kris",29.6,"3,500",atl,@ bkn, 117-97,16:20,   13pt 8rb 2as 1st 1bl 5-8fg 3-4ft
2017-01-10,PF,"Gibson, Taj",27.9,"4,700",chi,@ was, 99-101,28:49,   10pt 12rb 1as 1bl 1trey 3-11fg 3-3ft
2017-01-10,PF,"Williams, Marvin",27.6,"4,600",cha,@ hou, 114-121,25:22,   16pt 8rb 1st 3trey 6-10fg 1-2ft
2017-01-10,SF,"Harkless, Maurice",27.5,"4,500",por,@ lal, 108-87,32:02,   14pt 5rb 1as 1st 3bl 2to 1trey 5-6fg 3-4ft
