Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-01-19,SG,"Harden, James",75.6,"14,300",hou,v lal, 138-134,42:08,   48pt 8rb 6as 4st 1bl 6to 8trey 14-30fg 12-15ft
2019-01-19,SG,"Hield, Buddy",52.3,"6,400",sac,@ det, 103-101,37:33,   35pt 9rb 3as 1bl 1to 7trey 13-22fg 2-2ft
2019-01-19,SG,"Booker, Devin",50.9,"7,900",pho,@ cha, 115-135,37:32,   32pt 2rb 11as 2trey 10-23fg 10-12ft
2019-01-19,PG,"Simmons, Ben",48.5,"10,400",phi,v okc, 115-117,36:23,   20pt 15rb 9as 1bl 6to 8-12fg 4-8ft
2019-01-19,SG,"Green, Danny",45.9,"4,800",tor,v mem, 119-90,22:41,   24pt 7rb 3as 2st 1bl 8trey 8-13fg
2019-01-19,PG,"Irving, Kyrie",42.1,"9,500",bos,@ atl, 113-105,36:32,   32pt 3rb 5as 1st 4to 5trey 11-19fg 5-5ft
2019-01-19,PG,"Bledsoe, Eric",41.4,"7,700",mil,@ orl, 118-108,30:58,   30pt 7rb 2as 2trey 12-14fg 4-5ft
2019-01-19,PG,"Westbrook, Russell",41,"12,600",okc,@ phi, 117-115,36:52,   21pt 10rb 6as 1st 4to 1trey 8-21fg 4-7ft
2019-01-19,SG,"Huerter, Kevin",40.3,"5,500",atl,v bos, 105-113,34:49,   18pt 4rb 7as 3st 2to 4trey 7-18fg
2019-01-19,SG,"Gordon, Eric",40,"5,900",hou,v lal, 138-134,32:09,   30pt 5rb 4as 2to 5trey 7-16fg 11-12ft
2019-01-19,PG,"Fox, De",39.2,"8,400",sac,@ det, 103-101,35:12,   14pt 6rb 10as 1st 1trey 4-13fg 5-7ft
2019-01-19,PG,"Walker, Kemba",39.1,"9,000",cha,v pho, 135-115,32:34,   21pt 8rb 3as 2st 1bl 5to 3trey 9-22fg
2019-01-19,SG,"Oladipo, Victor",38.6,"7,800",ind,v dal, 111-99,32:10,   12pt 8rb 6as 3st 1to 1trey 4-15fg 3-4ft
2019-01-19,SG,"Butler, Jimmy",38.6,"8,400",phi,v okc, 115-117,38:09,   18pt 3rb 4as 2st 2bl 1to 1trey 5-18fg 7-8ft
2019-01-19,PG,"Rozier, Terry",37.2,"4,400",bos,@ atl, 113-105,29:13,   9pt 11rb 4as 3st 1bl 3to 1trey 4-12fg
2019-01-19,PG,"Lowry, Kyle",35.3,"8,000",tor,v mem, 119-90,29:02,   12pt 4rb 7as 2st 1bl 1to 1trey 3-8fg 5-5ft
2019-01-19,SG,"LaVine, Zach",34.6,"6,700",chi,v mia, 103-117,34:36,   22pt 3rb 6as 1st 3to 2trey 7-19fg 6-7ft
2019-01-19,PG,"Murray, Jamal",33.9,"7,600",den,v cle, 124-102,24:56,   26pt 2rb 5as 2to 4trey 8-14fg 6-6ft
2019-01-19,PG,"Ball, Lonzo",33.1,"7,700",lal,@ hou, 134-138,21:59,   8pt 3rb 11as 1st 1bl 1to 4-7fg
2019-01-19,SG,"Lamb, Jeremy",33,"5,900",cha,v pho, 135-115,23:54,   18pt 5rb 6as 5trey 6-9fg 1-1ft
2019-01-19,SG,"Wade, Dwyane",32.5,"4,900",mia,@ chi, 117-103,26:47,   14pt 10rb 7as 4to 2trey 5-11fg 2-2ft
2019-01-19,PG,"Collison, Darren",31.1,"6,000",ind,v dal, 111-99,23:42,   16pt 3rb 3as 2st 1bl 2to 2trey 5-9fg 4-5ft
2019-01-19,SG,"Waiters, Dion",30.2,"3,700",mia,@ chi, 117-103,21:49,   21pt 6rb 2as 1to 3trey 9-13fg 0-1ft
2019-01-19,SG,"Doncic, Luka",30,"8,900",dal,@ ind, 99-111,24:29,   8pt 5rb 6as 3st 2to 3-14fg 2-4ft
2019-01-19,SG,"Brown, Jaylen",28.8,"4,400",bos,@ atl, 113-105,27:54,   14pt 4rb 2as 3st 2to 2trey 3-10fg 6-8ft
2019-01-19,SG,"Wright, Delon",28.7,"4,500",tor,v mem, 119-90,22:50,   9pt 1rb 3as 3st 2bl 1to 1trey 3-6fg 2-2ft
2019-01-19,SG,"Kennard, Luke",27.6,"3,900",det,v sac, 101-103,23:08,   19pt 3rb 2as 1bl 1to 4trey 7-12fg 1-2ft
2019-01-19,SG,"Redick, JJ",26.9,"5,500",phi,v okc, 115-117,33:29,   22pt 2rb 1as 1st 2to 4trey 6-13fg 6-7ft
2019-01-19,SG,"Schroder, Dennis",26.8,"6,200",okc,@ phi, 117-115,25:29,   21pt 4rb 2as 2to 3trey 8-18fg 2-2ft
2019-01-19,PG,"Augustin, DJ",25.9,"5,000",orl,v mil, 108-118,28:36,   14pt 2rb 7as 1to 3trey 5-8fg 1-2ft
2019-01-19,SG,"Bogdanovic, Bogdan",25.9,"6,100",sac,@ det, 103-101,23:03,   8pt 2rb 7as 1st 1bl 1to 3-12fg 2-2ft
2019-01-19,SG,"Morris, Monte",25.5,"3,700",den,v cle, 124-102,19:26,   15pt 3as 2st 3trey 6-7fg
2019-01-19,PG,"Sexton, Collin",25.3,"4,900",cle,@ den, 102-124,33:11,   10pt 4rb 7as 1st 3to 1trey 4-13fg 1-1ft
2019-01-19,PG,"Mack, Shelvin",25.1,"4,100",mem,@ tor, 90-119,26:14,   14pt 3rb 5as 1st 3to 2trey 5-8fg 2-2ft
2019-01-19,PG,"VanVleet, Fred",24.9,"4,700",tor,v mem, 119-90,26:20,   4pt 2rb 7as 2st 1bl 1to 1trey 1-8fg 1-1ft
2019-01-19,SG,"Fournier, Evan",24.7,"5,900",orl,v mil, 108-118,31:20,   11pt 1rb 5as 2st 1to 5-14fg 1-1ft
2019-01-19,PG,"Young, Trae",24.7,"7,100",atl,v bos, 105-113,33:57,   16pt 1rb 7as 1st 6to 2trey 6-17fg 2-2ft
2019-01-19,SG,"Ross, Terrence",24.2,"5,500",orl,v mil, 108-118,29:40,   16pt 1rb 2as 2st 2to 2trey 7-15fg
2019-01-19,SG,"Shumpert, Iman",23.9,"3,700",sac,@ det, 103-101,36:58,   7pt 7rb 5as 1st 2to 1trey 3-9fg
2019-01-19,SG,"Brown, Bruce",23,"3,700",det,v sac, 101-103,29:29,   6pt 10rb 4as 1to 1trey 2-5fg 1-2ft
2019-01-19,SG,"Brogdon, Malcolm",22.9,"5,900",mil,@ orl, 118-108,29:21,   18pt 2rb 1as 1st 2to 8-11fg 2-2ft
2019-01-19,PG,"Lin, Jeremy",22.6,"4,600",atl,v bos, 105-113,20:54,   6pt 3rb 6as 1st 1bl 2to 2-7fg 2-2ft
2019-01-19,PG,"Dunn, Kris",22.3,"7,100",chi,v mia, 103-117,32:59,   6pt 4rb 5as 2st 2to 3-14fg
2019-01-19,SG,"Middleton, Khris",22.1,"6,800",mil,@ orl, 118-108,27:52,   15pt 3rb 3as 1to 1trey 6-15fg 2-2ft
2019-01-19,SG,"Rivers, Austin",21.5,"5,300",hou,v lal, 138-134,46:16,   5pt 5rb 5as 1bl 1trey 2-8fg
2019-01-19,PG,"Johnson, Tyler",21.2,"3,900",mia,@ chi, 117-103,25:42,   14pt 1rb 2as 2st 3to 3trey 5-10fg 1-2ft
2019-01-19,SG,"Ferguson, Terrance",20.6,"3,800",okc,@ phi, 117-115,29:03,   11pt 3rb 2as 1st 3trey 4-8fg
2019-01-19,PG,"Joseph, Cory",20,"4,200",ind,v dal, 111-99,22:48,   8pt 5rb 4as 4-9fg
2019-01-19,SG,"Matthews, Wes",19.6,"4,400",dal,@ ind, 99-111,29:10,   17pt 3rb 2as 4to 3trey 6-12fg 2-2ft
2019-01-19,PG,"Brunson, Jalen",19.6,"3,500",dal,@ ind, 99-111,21:50,   12pt 3rb 4as 2to 1trey 5-9fg 1-1ft
2019-01-19,SG,"Clarkson, Jordan",19.3,"5,300",cle,@ den, 102-124,23:27,   13pt 4rb 1as 3trey 5-12fg
2019-01-19,PG,"Parker, Tony",19.2,"3,600",cha,v pho, 135-115,18:28,   14pt 1rb 4as 2to 4-8fg 6-6ft
2019-01-19,SG,"Pope, Kentavious",18.8,"4,600",lal,@ hou, 134-138,39:47,   8pt 4rb 2st 4-12fg
2019-01-19,PG,"Arcidiacono, Ryan",18.7,"3,900",chi,v mia, 103-117,18:44,   8pt 1rb 3as 2st 1to 2trey 2-3fg 2-2ft
2019-01-19,SG,"Beasley, Malik",18.3,"4,800",den,v cle, 124-102,30:55,   13pt 4rb 1as 1to 3trey 5-8fg
2019-01-19,SG,"Holiday, Justin",18.3,"4,100",mem,@ tor, 90-119,29:57,   7pt 4rb 3as 2st 4to 1trey 3-8fg
2019-01-19,PG,"Conley, Mike",17.9,"8,000",mem,@ tor, 90-119,22:25,   10pt 2rb 3as 1st 2to 5-9fg
2019-01-19,PG,"McConnell, TJ",17.5,"4,600",phi,v okc, 115-117,19:20,   2pt 5rb 5as 1st 1to 1-5fg
2019-01-19,PG,"Hill, George",17.4,"3,700",mil,@ orl, 118-108,23:27,   2pt 2rb 4as 3st 2to 1-4fg
2019-01-19,PG,"Jackson, Reggie",16.9,"5,400",det,v sac, 101-103,28:47,   4pt 2rb 3as 2st 1trey 1-5fg 1-2ft
2019-01-19,SG,"Temple, Garrett",16.9,"3,700",mem,@ tor, 90-119,25:41,   8pt 2rb 1as 1st 1bl 1to 2trey 3-6fg
2019-01-19,SG,"Monk, Malik",16.2,"3,800",cha,v pho, 135-115,18:38,   7pt 1rb 4as 1st 1to 1trey 3-6fg 0-1ft
2019-01-19,PG,"Carter, Jevon",15.4,"3,800",mem,@ tor, 90-119,26:10,   6pt 2rb 4as 1st 2to 2trey 2-7fg
2019-01-19,SG,"Hart, Josh",15,"4,900",lal,@ hou, 134-138,26:01,   7pt 5rb 2as 1to 1trey 3-10fg
2019-01-19,SG,"Burks, Alec",14.8,"5,100",cle,@ den, 102-124,21:40,   8pt 4rb 2as 1to 1-4fg 6-6ft
2019-01-19,PG,"Briscoe, Isaiah",14.4,"3,600",orl,v mil, 108-118,19:24,   7pt 2rb 4as 1to 1trey 3-6fg
2019-01-19,PG,"Calderon, Jose",13.4,"3,500",det,v sac, 101-103,17:13,   5pt 2rb 4as 1trey 1-3fg 2-2ft
2019-01-19,SG,"Smart, Marcus",13,"5,000",bos,@ atl, 113-105,17:15,   4pt 4as 1st 1-4fg 2-2ft
2019-01-19,PG,"Shamet, Landry",11.9,"3,900",phi,v okc, 115-117,14:31,   9pt 2rb 1as 1to 3trey 3-3fg
2019-01-19,PG,"Dellavedova, Matthew",11.9,"3,700",cle,@ den, 102-124,14:49,   8pt 2rb 1as 2trey 3-5fg
2019-01-19,SG,"McCaw, Patrick",10.4,"3,500",tor,v mem, 119-90,17:56,   2pt 2rb 2as 1st 1bl 3to 1-2fg
2019-01-19,SG,"Bullock, Reggie",10.2,"4,900",det,v sac, 101-103,29:36,   8pt 1rb 2as 2to 2trey 3-12fg
2019-01-19,SG,"Snell, Tony",9.9,"3,500",mil,@ orl, 118-108,13:49,   6pt 2rb 1as 2trey 2-4fg
2019-01-19,PG,"Okobo, Elie",9.4,"3,600",pho,@ cha, 115-135,12:40,   2pt 2rb 4as 1to 0-2fg 2-2ft
2019-01-19,PG,"Melton, De",9.2,"5,600",pho,@ cha, 115-135,13:14,   3pt 1rb 2as 1bl 1to 1trey 1-1fg
2019-01-19,SG,"Daniels, Troy",8,"3,500",pho,@ cha, 115-135,10:28,   5pt 1st 1trey 1-2fg 2-2ft
2019-01-19,SG,"Thomas, Khyri",7.6,"3,500",det,v sac, 101-103,14:02,   4pt 3rb 2-6fg
2019-01-19,SG,"Selden, Wayne",6.6,"3,500",chi,v mia, 103-117,17:53,   4pt 3rb 1to 1-6fg 2-4ft
2019-01-19,SG,"Craig, Torrey",6.4,"3,700",den,v cle, 124-102,26:53,   5pt 2rb 1to 1trey 2-5fg
2019-01-19,SG,"Brown, Sterling",6.4,"4,200",mil,@ orl, 118-108,18:33,   3pt 2rb 2as 2to 1trey 1-2fg
2019-01-19,PG,"Harris, Devin",5.2,"3,500",dal,@ ind, 99-111,14:33,   2pt 1rb 2as 1to 1-5fg
2019-01-19,PG,"Macon, Daryl",5,"3,500",dal,@ ind, 99-111,2:59,   2pt 1st 1-1fg
2019-01-19,SG,"McGruder, Rodney",4.1,"3,500",mia,@ chi, 117-103,15:09,   0pt 3rb 1as 1to 0-6fg
2019-01-19,PG,"Payne, Cameron",3.7,"3,700",cle,@ den, 102-124,19:42,   0pt 1rb 3as 2to 0-2ft
2019-01-19,PG,"Harrison, Shaquille",3.7,"3,800",chi,v mia, 103-117,16:36,   1pt 1rb 1as 1-2ft
2019-01-19,SG,"Mykhailiuk, Sviatoslav",3.5,"3,500",lal,@ hou, 134-138,11:02,   2pt 1as 1-4fg
2019-01-19,SG,"Richardson, Malachi",3,"3,500",tor,v mem, 119-90,4:50,   3pt 1trey 1-2fg
2019-01-19,PG,"Graham, Devonte",3,"3,500",cha,v pho, 135-115,2:34,   3pt 1trey 1-1fg
2019-01-19,PG,"Loyd, Jordan",2.9,"3,500",tor,v mem, 119-90,4:50,   0pt 2rb 1as 1to 0-1fg
2019-01-19,PG,"Wanamaker, Brad",1.5,"3,700",bos,@ atl, 113-105,5:35,   0pt 1as 0-2fg
2019-01-19,PG,"Ferrell, Yogi",1.2,"3,500",sac,@ det, 103-101,6:21,   0pt 1rb 0-1fg
