Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-02-09,SG,"Lamb, Jeremy",55.7,"5,700",cha,@ atl, 129-120,36:24,   24pt 6rb 7as 3st 2bl 1to 4trey 8-14fg 4-4ft
2019-02-09,PG,"Westbrook, Russell",50.9,"12,100",okc,@ hou, 117-112,38:24,   21pt 12rb 11as 2st 1bl 10to 1trey 8-21fg 4-5ft
2019-02-09,SG,"Beal, Bradley",49.4,"9,500",was,@ chi, 134-125,34:07,   31pt 2rb 4as 4st 2to 1trey 13-21fg 4-4ft
2019-02-09,PG,"Walker, Kemba",48.7,"10,000",cha,@ atl, 129-120,36:57,   37pt 1rb 7as 1st 3to 9trey 13-27fg 2-2ft
2019-02-09,PG,"Paul, Chris",47.5,"7,800",hou,v okc, 112-117,34:55,   18pt 10rb 9as 2st 2to 2trey 5-12fg 6-7ft
2019-02-09,PG,"Lowry, Kyle",44.3,"8,000",tor,@ nyk, 104-99,33:55,   22pt 4rb 5as 2st 2bl 2to 5trey 6-10fg 5-6ft
2019-02-09,SG,"Harden, James",43.9,"13,600",hou,v okc, 112-117,37:12,   42pt 2rb 1as 1st 5to 6trey 11-28fg 14-15ft
2019-02-09,SG,"Mitchell, Donovan",43.5,"8,600",uta,v sas, 125-105,39:03,   23pt 5rb 5as 3st 2to 2trey 9-22fg 3-4ft
2019-02-09,SG,"LaVine, Zach",39.8,"7,700",chi,v was, 125-134,35:34,   26pt 4rb 6as 1st 3to 11-17fg 4-5ft
2019-02-09,PG,"Young, Trae",39.7,"7,300",atl,v cha, 120-129,28:12,   20pt 1rb 11as 2st 4to 4trey 8-15fg
2019-02-09,PG,"Joseph, Cory",38.8,"4,900",ind,v cle, 105-90,30:49,   10pt 9rb 10as 1st 5-7fg 0-2ft
2019-02-09,PG,"Bledsoe, Eric",38.7,"8,200",mil,v orl, 83-103,29:13,   19pt 11rb 5as 1to 2trey 7-13fg 3-6ft
2019-02-09,PG,"Beverley, Patrick",37.3,"5,100",lac,@ bos, 123-112,31:13,   12pt 9rb 7as 2st 2to 2trey 3-7fg 4-4ft
2019-02-09,PG,"Collison, Darren",35.7,"6,700",ind,v cle, 105-90,33:59,   18pt 1rb 9as 1st 1trey 8-14fg 1-2ft
2019-02-09,PG,"Jr, Dennis",34.8,"6,500",nyk,v tor, 99-104,30:24,   13pt 4rb 6as 3st 1to 1trey 4-17fg 4-6ft
2019-02-09,PG,"Allen, Kadeem",33.8,"3,600",nyk,v tor, 99-104,27:46,   14pt 4rb 6as 2st 2trey 5-11fg 2-4ft
2019-02-09,SG,"Middleton, Khris",33.4,"6,500",mil,v orl, 83-103,32:16,   11pt 12rb 4as 1st 1to 4-17fg 3-3ft
2019-02-09,PG,"Rubio, Ricky",32.2,"6,500",uta,v sas, 125-105,26:46,   16pt 6rb 6as 1trey 7-13fg 1-2ft
2019-02-09,SG,"Holiday, Jrue",31.9,"9,300",nor,@ mem, 90-99,29:41,   15pt 7rb 5as 1st 2to 1trey 7-14fg 0-2ft
2019-02-09,SG,"DeRozan, DeMar",31.9,"8,100",sas,@ uta, 105-125,35:10,   23pt 2rb 5as 1st 4to 10-19fg 3-3ft
2019-02-09,PG,"Rozier, Terry",31.5,"7,000",bos,v lac, 112-123,31:11,   16pt 5rb 3as 2st 1to 2trey 6-12fg 2-2ft
2019-02-09,PG,"Conley, Mike",30.7,"9,100",mem,v nor, 99-90,32:28,   11pt 6rb 9as 1to 3-11fg 5-5ft
2019-02-09,SG,"Clarkson, Jordan",30.4,"5,600",cle,@ ind, 90-105,31:16,   18pt 2rb 6as 1st 2to 2trey 8-16fg
2019-02-09,PG,"Alexander, Shai",30.3,"5,900",lac,@ bos, 123-112,25:49,   14pt 4rb 5as 2st 1bl 5to 1trey 5-8fg 3-4ft
2019-02-09,PG,"Satoransky, Tomas",29.9,"7,000",was,@ chi, 134-125,28:50,   7pt 7rb 11as 2to 3-8fg 1-1ft
2019-02-09,PG,"Dunn, Kris",27.8,"7,200",chi,v was, 125-134,32:33,   6pt 4rb 8as 3st 4to 3-6fg
2019-02-09,SG,"Williams, Louis",27.6,"7,900",lac,@ bos, 123-112,28:17,   15pt 3rb 6as 1bl 3to 1trey 4-15fg 6-10ft
2019-02-09,SG,"Gordon, Eric",27,"4,700",hou,v okc, 112-117,32:08,   13pt 2as 1st 3bl 1to 3trey 5-14fg
2019-02-09,PG,"Shamet, Landry",26.9,"3,500",lac,@ bos, 123-112,26:40,   17pt 2rb 3as 1st 4trey 5-9fg 3-4ft
2019-02-09,PG,"Lin, Jeremy",26.4,"3,800",atl,v cha, 120-129,19:48,   13pt 2rb 4as 2st 1to 1trey 5-9fg 2-2ft
2019-02-09,SG,"Selden, Wayne",26.3,"3,600",chi,v was, 125-134,25:15,   17pt 4rb 1as 1st 1trey 5-13fg 6-6ft
2019-02-09,PG,"Mills, Patty",25.3,"4,400",sas,@ uta, 105-125,23:42,   14pt 4rb 5as 1to 2trey 5-9fg 2-3ft
2019-02-09,SG,"Ross, Terrence",24.3,"5,700",orl,@ mil, 103-83,24:58,   15pt 4rb 1as 1bl 3trey 6-12fg
2019-02-09,SG,"Huerter, Kevin",24.3,"5,400",atl,v cha, 120-129,34:20,   17pt 4rb 1as 1st 2to 3trey 7-9fg
2019-02-09,SG,"Ferguson, Terrance",24.3,"3,800",okc,@ hou, 117-112,34:43,   15pt 4rb 3as 3trey 6-9fg
2019-02-09,SG,"Randle, Chasson",24.1,"3,500",was,@ chi, 134-125,25:26,   20pt 3rb 1as 1to 4trey 8-10fg
2019-02-09,PG,"Sexton, Collin",24,"5,200",cle,@ ind, 90-105,29:41,   16pt 5rb 4as 4to 3trey 6-14fg 1-1ft
2019-02-09,SG,"Brown, Jaylen",24,"5,200",bos,v lac, 112-123,24:03,   12pt 5rb 2as 1st 4-14fg 4-6ft
2019-02-09,SG,"Holiday, Justin",23.5,"5,600",mem,v nor, 99-90,31:03,   15pt 5rb 3as 2to 3trey 6-10fg
2019-02-09,SG,"Fournier, Evan",22.5,"5,800",orl,@ mil, 103-83,32:02,   7pt 5rb 5as 1st 1to 1trey 3-13fg
2019-02-09,SG,"Brogdon, Malcolm",21.8,"6,300",mil,v orl, 83-103,23:33,   14pt 4rb 2as 1bl 3to 4-18fg 6-6ft
2019-02-09,SG,"Green, Danny",21.8,"4,200",tor,@ nyk, 104-99,29:38,   14pt 4rb 1bl 4trey 5-9fg
2019-02-09,PG,"Briscoe, Isaiah",21.1,"3,500",orl,@ mil, 103-83,24:30,   9pt 3rb 7as 2to 1trey 4-5fg
2019-02-09,SG,"Belinelli, Marco",19.8,"4,100",sas,@ uta, 105-125,27:36,   11pt 4rb 2as 1st 2to 3-10fg 5-5ft
2019-02-09,SG,"Bazemore, Kent",18.7,"4,100",atl,v cha, 120-129,19:54,   13pt 1rb 1as 1st 1bl 3to 1trey 5-12fg 2-3ft
2019-02-09,PG,"Irving, Kyrie",18.2,"10,200",bos,v lac, 112-123,14:17,   14pt 1rb 2as 1trey 4-7fg 5-5ft
2019-02-09,PG,"Augustin, DJ",17.9,"4,700",orl,@ mil, 103-83,20:24,   9pt 2rb 5as 1to 4-7fg 1-1ft
2019-02-09,SG,"Smart, Marcus",17.1,"5,400",bos,v lac, 112-123,27:10,   2pt 3rb 5as 1st 1bl 2to 1-5fg
2019-02-09,SG,"Snell, Tony",16.5,"3,500",mil,v orl, 83-103,19:49,   6pt 1as 1st 2bl 3-5fg
2019-02-09,PG,"Forbes, Bryn",16.4,"4,200",sas,@ uta, 105-125,31:01,   12pt 2rb 2as 1to 2trey 5-12fg
2019-02-09,SG,"Schroder, Dennis",16,"5,200",okc,@ hou, 117-112,22:20,   17pt 1to 1trey 6-13fg 4-5ft
2019-02-09,SG,"Luwawu, Timothe",14.7,"3,500",chi,v was, 125-134,17:00,   5pt 6rb 1as 1bl 2to 1trey 2-4fg
2019-02-09,SG,"Temple, Garrett",13.7,"3,900",lac,@ bos, 123-112,19:40,   11pt 1rb 1as 2trey 4-8fg 1-2ft
2019-02-09,SG,"Wright, Delon",13.2,"4,300",mem,v nor, 99-90,23:14,   7pt 1rb 2as 1st 1to 3-7fg 1-2ft
2019-02-09,PG,"Dellavedova, Matthew",13.1,"3,500",cle,@ ind, 90-105,22:37,   5pt 3rb 5as 3to 1trey 2-4fg 0-2ft
2019-02-09,PG,"Neto, Raul",12.9,"3,500",uta,v sas, 125-105,13:32,   4pt 2rb 5as 1to 2-4fg
2019-02-09,SG,"Shumpert, Iman",12.8,"4,500",hou,v okc, 112-117,24:09,   3pt 4rb 1st 1bl 1to 1trey 1-5fg
2019-02-09,SG,"Rivers, Austin",12.7,"3,800",hou,v okc, 112-117,15:39,   10pt 1rb 1as 3trey 3-6fg 1-2ft
2019-02-09,PG,"Jackson, Frank",12.6,"3,800",nor,@ mem, 90-99,26:17,   6pt 3rb 1st 3-12fg
2019-02-09,SG,"McCaw, Patrick",12.4,"3,500",tor,@ nyk, 104-99,12:39,   4pt 2rb 1st 1bl 1-1fg 2-2ft
2019-02-09,SG,"Bradley, Avery",12.2,"3,600",mem,v nor, 99-90,24:46,   8pt 1rb 2as 1st 3to 2trey 3-10fg
2019-02-09,PG,"VanVleet, Fred",12.2,"4,600",tor,@ nyk, 104-99,19:48,   5pt 1rb 6as 3to 1trey 1-5fg 2-2ft
2019-02-09,PG,"Knight, Brandon",12,"3,500",cle,@ ind, 90-105,11:44,   9pt 2as 3trey 3-3fg
2019-02-09,PG,"Hill, George",11.7,"3,700",mil,v orl, 83-103,14:21,   6pt 1rb 1as 1bl 2trey 2-5fg
2019-02-09,SG,"Korver, Kyle",11.6,"3,600",uta,v sas, 125-105,22:27,   5pt 3rb 1st 1trey 2-4fg
2019-02-09,PG,"Arcidiacono, Ryan",10.9,"3,900",chi,v was, 125-134,17:32,   4pt 2rb 3as 1-5fg 2-2ft
2019-02-09,SG,"Trier, Allonzo",10.8,"3,700",nyk,v tor, 99-104,24:11,   7pt 4rb 1to 1trey 3-7fg
2019-02-09,SG,"Dotson, Damyean",10.4,"3,800",nyk,v tor, 99-104,19:24,   4pt 2rb 2as 1st 2to 2-9fg
2019-02-09,PG,"Carter, Jevon",10.4,"3,500",mem,v nor, 99-90,15:32,   0pt 2rb 2as 2st 1to 0-4fg
2019-02-09,SG,"Holiday, Aaron",9.7,"3,800",ind,v cle, 105-90,14:01,   4pt 1rb 1as 1st 2-8fg
2019-02-09,SG,"Monk, Malik",9.4,"4,100",cha,@ atl, 129-120,10:17,   4pt 2rb 2as 1st 3to 1-4fg 2-2ft
2019-02-09,PG,"Graham, Devonte",9.1,"3,600",cha,@ atl, 129-120,11:03,   4pt 3rb 1as 1trey 1-4fg 1-2ft
2019-02-09,PG,"Frazier, Tim",8.7,"4,100",nor,@ mem, 90-99,21:00,   5pt 1rb 3as 2to 1trey 1-3fg 2-2ft
2019-02-09,SG,"Sampson, Brandon",8.2,"3,500",chi,v was, 125-134,2:08,   7pt 1rb 1trey 3-3fg
2019-02-09,SG,"Connaughton, Pat",8.2,"3,600",mil,v orl, 83-103,17:18,   7pt 1rb 1trey 3-7fg
2019-02-09,PG,"Harrison, Shaquille",6.6,"4,500",chi,v was, 125-134,13:33,   0pt 3rb 2as 0-5fg
2019-02-09,PG,"Duval, Trevon",5.7,"3,500",mil,v orl, 83-103,4:26,   3pt 1rb 1as 1trey 1-2fg
2019-02-09,SG,"Nwaba, David",5.5,"4,200",cle,@ ind, 90-105,23:28,   5pt 1as 1to 2-5fg 1-2ft
2019-02-09,SG,"Burton, Deonte",5.1,"3,500",okc,@ hou, 117-112,9:33,   0pt 3rb 1as 0-1fg
2019-02-09,SG,"Allen, Grayson",5,"3,500",uta,v sas, 125-105,2:45,   5pt 1trey 1-2fg 2-2ft
2019-02-09,SG,"Brown, Sterling",4.6,"3,500",mil,v orl, 83-103,14:00,   0pt 3rb 2as 2to 0-3fg
2019-02-09,PG,"Sumner, Edmond",4.5,"3,800",ind,v cle, 105-90,14:23,   1pt 1as 1st 1to 0-1fg 1-2ft
2019-02-09,PG,"Grant, Jerian",3.7,"3,600",orl,@ mil, 103-83,3:06,   2pt 1rb 1as 1to 1-2fg
2019-02-09,SG,"McRae, Jordan",2.9,"4,000",was,@ chi, 134-125,9:16,   0pt 2rb 1as 1to 0-3fg
2019-02-09,PG,"Wanamaker, Brad",2,"3,500",bos,v lac, 112-123,5:37,   2pt 1-1fg
2019-02-09,SG,"Pondexter, Quincy",1.5,"3,500",sas,@ uta, 105-125,3:20,   0pt 1as
2019-02-09,SG,"Clark, Ian",1,"3,500",nor,@ mem, 90-99,5:28,   2pt 1to 1-3fg
2019-02-09,PG,"Robinson, Jerome",0.2,"3,500",lac,@ bos, 123-112,7:39,   0pt 1rb 1to 0-1fg
2019-02-09,SG,"Wallace, Tyrone",0,"3,500",lac,@ bos, 123-112,4:10,   0pt 0-1fg
2019-02-09,SG,"Anderson, Justin",0,"3,500",atl,v cha, 120-129,00:18,   0pt
2019-02-09,SG,"Thornwell, Sindarius",0,"4,000",lac,@ bos, 123-112,00:32,   0pt
2019-02-09,SG,"Diallo, Hamidou",0,"3,500",okc,@ hou, 117-112,0,   
2019-02-09,PG,"Felton, Raymond",0,"3,500",okc,@ hou, 117-112,0,   
2019-02-09,PG,"Loyd, Jordan",0,"3,500",tor,@ nyk, 104-99,0,   
2019-02-09,SG,"Dorsey, Tyler",0,"3,500",mem,v nor, 99-90,0,   
2019-02-09,PG,"Chealey, Joe",0,"3,500",cha,@ atl, 129-120,0,   
2019-02-09,PG,"Ntilikina, Frank",0,"4,000",nyk,v tor, 99-104,0,   
2019-02-09,PG,"Murray, Dejounte",0,"3,500",sas,@ uta, 105-125,0,   
2019-02-09,SG,"Blakeney, Antonio",0,"3,700",chi,v was, 125-134,0,   
2019-02-09,PG,"White, Derrick",0,"6,100",sas,@ uta, 105-125,0,   
2019-02-09,SG,"Reed, Davon",0,"3,500",ind,v cle, 105-90,0,   
2019-02-09,SG,"Roberson, Andre",0,"3,500",okc,@ hou, 117-112,0,   
2019-02-09,PG,"Wall, John",0,"3,500",was,@ chi, 134-125,0,   
2019-02-09,SG,"Fultz, Markelle",0,"3,500",orl,@ mil, 103-83,0,   
2019-02-09,SG,"Alkins, Rawle",0,"3,500",chi,v was, 125-134,0,   
2019-02-09,SG,"Walker, Lonnie",0,"3,500",sas,@ uta, 105-125,0,   
2019-02-09,SG,"Smith, JR",0,"3,500",cle,@ ind, 90-105,0,   
2019-02-09,SG,"Long, Nazareth",0,"3,500",uta,v sas, 125-105,0,   
2019-02-09,SG,"Bluiett, Trevon",0,"3,500",nor,@ mem, 90-99,0,   
2019-02-09,PG,"Caupain, Troy",0,"3,500",orl,@ mil, 103-83,0,   
2019-02-09,PG,"Payton, Elfrid",0,"5,800",nor,@ mem, 90-99,0,   
2019-02-09,SG,"Dozier, PJ",0,"3,500",bos,v lac, 112-123,0,   
2019-02-09,SG,"Brooks, Dillon",0,"3,800",mem,v nor, 99-90,0,   
2019-02-09,SG,"Macura, JP",0,"3,500",cha,@ atl, 129-120,0,   
2019-02-09,PG,"Mudiay, Emmanuel",0,"5,000",nyk,v tor, 99-104,0,   
2019-02-09,PG,"Exum, Dante",0,"3,500",uta,v sas, 125-105,0,   
2019-02-09,SG,"DiVincenzo, Donte",0,"3,500",mil,v orl, 83-103,0,   
2019-02-09,SG,"Adams, Jaylen",0,"3,500",atl,v cha, 120-129,0,   
2019-02-09,SG,"Hunter, RJ",0,"3,500",bos,v lac, 112-123,0,   
2019-02-09,PG,"Parker, Tony",0,"3,500",cha,@ atl, 129-120,0,   
2019-02-09,SF,"George, Paul",63.7,"11,400",okc,@ hou, 117-112,41:16,   45pt 11rb 3as 1st 2to 6trey 12-22fg 15-18ft
2019-02-09,PF,"Davis, Anthony",52.2,"13,000",nor,@ mem, 90-99,33:58,   14pt 16rb 6as 2st 2bl 2to 4-8fg 6-9ft
2019-02-09,PF,"Nance, Larry",40,"6,600",cle,@ ind, 90-105,38:44,   16pt 10rb 2as 1st 2bl 3trey 6-11fg 1-2ft
2019-02-09,SF,"Parker, Jabari",40,"3,900",was,@ chi, 134-125,34:30,   20pt 5rb 6as 1st 2bl 4to 9-15fg 2-2ft
2019-02-09,PF,"Williams, Kenrich",39.1,"5,500",nor,@ mem, 90-99,37:08,   10pt 13rb 7as 1bl 1trey 4-10fg 1-2ft
