Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2016-12-08,PG,"Lowry, Kyle",43.9,"8,600",tor,v min, 124-110,38:18,   25pt 2rb 11as 1st 2to 5trey 8-14fg 4-6ft
2016-12-08,SG,"DeRozan, DeMar",42.1,"8,700",tor,v min, 124-110,36:45,   27pt 8rb 5as 2to 1trey 7-20fg 12-13ft
2016-12-08,SG,"LaVine, Zach",39.4,"6,000",min,@ tor, 110-124,39:04,   29pt 2rb 6as 1to 3trey 12-20fg 2-2ft
2016-12-08,PG,"Rondo, Rajon",37.5,"6,000",chi,v sas, 95-91,35:36,   12pt 10rb 9as 2st 4to 6-12fg
2016-12-08,PG,"Curry, Stephen",36,"9,100",gsw,@ uta, 106-99,35:34,   26pt 5rb 2as 2st 3to 3trey 7-16fg 9-9ft
2016-12-08,SG,"Beal, Bradley",35.1,"6,800",was,v den, 92-85,36:34,   26pt 3rb 5as 2to 4trey 8-15fg 6-6ft
2016-12-08,SG,"Wade, Dwyane",34.5,"7,200",chi,v sas, 95-91,34:05,   20pt 5rb 5as 1st 1bl 3to 1trey 5-13fg 9-13ft
2016-12-08,PG,"Wall, John",33.9,"9,800",was,v den, 92-85,38:01,   15pt 7rb 5as 3st 1bl 5to 5-14fg 5-6ft
2016-12-08,SG,"Allen, Tony",32.5,"4,800",mem,v por, 88-86,28:40,   15pt 10rb 1as 2st 6-10fg 3-5ft
2016-12-08,PG,"Mack, Shelvin",31.9,"3,700",uta,v gsw, 99-106,37:07,   19pt 2rb 5as 2st 1to 1trey 6-16fg 6-6ft
2016-12-08,PG,"Rodriguez, Sergio",31.4,"4,900",phi,@ nor, 99-88,30:06,   16pt 2rb 8as 1st 1to 4trey 6-13fg
2016-12-08,SG,"Galloway, Langston",27.8,"3,900",nor,v phi, 88-99,28:25,   19pt 4rb 2as 1st 1to 3trey 8-16fg 0-1ft
2016-12-08,PG,"Nelson, Jameer",26.8,"4,400",den,@ was, 85-92,35:59,   10pt 4rb 8as 2st 4to 5-10fg 0-2ft
2016-12-08,PG,"Lillard, Damian",26.6,"9,600",por,@ mem, 86-88,36:10,   19pt 3rb 2as 1st 1to 2trey 6-18fg 5-7ft
2016-12-08,SG,"McCollum, CJ",26.5,"7,400",por,@ mem, 86-88,34:44,   24pt 1as 1st 1to 4trey 7-13fg 6-6ft
2016-12-08,SG,"Stauskas, Nik",23.9,"3,700",phi,@ nor, 99-88,21:53,   14pt 2rb 5as 3trey 5-7fg 1-1ft
2016-12-08,SG,"Barton, Will",22.9,"5,700",den,@ was, 85-92,42:46,   11pt 2rb 3as 3st 1to 1trey 5-13fg
2016-12-08,PG,"Mills, Patty",22.9,"4,300",sas,@ chi, 91-95,23:43,   16pt 2rb 1as 2st 1to 4trey 6-12fg
2016-12-08,PG,"Frazier, Tim",20.2,"4,900",nor,v phi, 88-99,29:18,   7pt 6rb 6as 3to 1trey 3-7fg
2016-12-08,PG,"Joseph, Cory",17.2,"4,000",tor,v min, 124-110,19:08,   12pt 1rb 2as 1bl 1to 6-8fg
2016-12-08,SG,"Thompson, Klay",17.2,"6,800",gsw,@ uta, 106-99,27:54,   10pt 6rb 2as 3to 5-13fg
2016-12-08,SG,"Green, Danny",16.7,"3,500",sas,@ chi, 91-95,25:29,   9pt 1rb 1as 3st 1to 3trey 3-8fg
2016-12-08,PG,"Douglas, Toney",16.7,"3,800",mem,v por, 88-86,26:41,   11pt 1rb 3as 1trey 3-6fg 4-4ft
2016-12-08,PG,"Harrison, Andrew",14.7,"4,200",mem,v por, 88-86,26:10,   6pt 1rb 3as 2st 1to 2-12fg 2-4ft
2016-12-08,PG,"Rubio, Ricky",14.1,"5,500",min,@ tor, 110-124,29:23,   7pt 3rb 3as 1to 2trey 2-7fg 1-1ft
2016-12-08,PG,"Parker, Tony",13.7,"4,200",sas,@ chi, 91-95,24:17,   8pt 1rb 5as 3to 4-10fg
2016-12-08,SG,"Crabbe, Allen",13,"3,800",por,@ mem, 86-88,31:07,   7pt 5rb 1trey 2-9fg 2-3ft
2016-12-08,SG,"Hield, Buddy",12.8,"3,600",nor,v phi, 88-99,34:08,   6pt 4rb 2as 1to 2trey 2-12fg
2016-12-08,PG,"McConnell, TJ",12.6,"3,600",phi,@ nor, 99-88,18:48,   2pt 3rb 4as 1st 1to 1-5fg
2016-12-08,SG,"Thornton, Marcus",12.1,"3,600",was,v den, 92-85,11:26,   7pt 3rb 1as 1trey 3-6fg
2016-12-08,PG,"Exum, Dante",12.1,"3,500",uta,v gsw, 99-106,36:43,   2pt 3rb 5as 1to 1-11fg
2016-12-08,SG,"McCaw, Patrick",11.2,"3,600",gsw,@ uta, 106-99,16:19,   10pt 1rb 1st 2to 2trey 4-5fg
2016-12-08,PG,"Burke, Trey",11.2,"3,500",was,v den, 92-85,11:31,   6pt 1rb 2as 1st 1to 3-6fg
2016-12-08,PG,"Dunn, Kris",10.7,"3,600",min,@ tor, 110-124,19:12,   4pt 1rb 5as 2to 2-5fg
2016-12-08,SG,"Clark, Ian",9.5,"3,600",gsw,@ uta, 106-99,20:00,   6pt 1as 1st 2trey 2-5fg
2016-12-08,SG,"Henderson, Gerald",9.3,"3,700",phi,@ nor, 99-88,24:17,   2pt 4rb 1as 1st 1to 1-6fg
2016-12-08,SG,"Ginobili, Manu",8.4,"4,000",sas,@ chi, 91-95,18:21,   0pt 2rb 2as 1st 1bl 1to 0-9fg
