Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2016-10-26,SG,"Harden, James",64.1,"11,200",hou,@ lal, 114-120,37:11,   34pt 8rb 17as 1st 7to 1trey 9-19fg 15-16ft
2016-10-26,PG,"Westbrook, Russell",57.9,"12,000",okc,@ phi, 103-97,36:23,   32pt 12rb 9as 2to 1trey 11-21fg 9-11ft
2016-10-26,SG,"Antetokounmpo, Giannis",52.3,"9,400",mil,v cha, 96-107,38:44,   31pt 9rb 5as 1st 1bl 1to 1trey 13-21fg 4-6ft
2016-10-26,PG,"Thomas, Isaiah",46.7,"8,000",bos,v bkn, 122-117,32:49,   25pt 6rb 9as 2st 3to 2trey 7-14fg 9-9ft
2016-10-26,SG,"DeRozan, DeMar",42.3,"7,500",tor,v det, 109-91,34:28,   40pt 4rb 1as 1st 6to 17-27fg 6-6ft
2016-10-26,SG,"Ellis, Monta",40.9,"5,500",ind,v dal, 130-121,44:01,   19pt 7rb 7as 3st 3to 1trey 7-11fg 4-4ft
2016-10-26,PG,"Frazier, Tim",40.5,"5,000",nor,v den, 102-107,36:46,   15pt 5rb 11as 2st 1to 1trey 6-10fg 2-4ft
2016-10-26,PG,"Teague, Jeff",37.4,"6,200",ind,v dal, 130-121,36:45,   20pt 2rb 8as 3st 3to 5-15fg 10-13ft
2016-10-26,PG,"Williams, Deron",35.1,"6,000",dal,@ ind, 121-130,40:00,   25pt 3rb 7as 1bl 6to 5trey 10-18fg
2016-10-26,SG,"Bradley, Avery",34.3,"5,600",bos,v bkn, 122-117,34:03,   17pt 9rb 5as 1st 3to 3trey 7-15fg
2016-10-26,SG,"Fournier, Evan",33.8,"5,800",orl,v mia, 96-108,39:23,   20pt 4rb 4as 2st 1to 2trey 7-19fg 4-7ft
2016-10-26,PG,"Walker, Kemba",33.4,"8,100",cha,@ mil, 107-96,35:04,   17pt 2rb 8as 2st 2to 3trey 5-15fg 4-6ft
2016-10-26,PG,"Baldwin, Wade",33,"3,900",mem,v min, 102-98,24:31,   7pt 5rb 6as 3st 3bl 1to 1trey 3-8fg
2016-10-26,PG,"Barea, Jose",32.4,"4,700",dal,@ ind, 121-130,39:07,   22pt 2rb 6as 1bl 3to 2trey 7-17fg 6-6ft
2016-10-26,SG,"Clarkson, Jordan",32.1,"5,700",lal,v hou, 120-114,24:35,   25pt 3rb 1as 3st 4to 2trey 8-12fg 7-7ft
