Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2018-03-09,SG,"Harden, James",50.4,"11,200",hou,@ tor, 105-108,33:29,   40pt 2rb 4as 1st 1bl 4to 4trey 15-22fg 6-7ft
2018-03-09,PG,"Murray, Jamal",48.6,"6,200",den,v lal, 125-116,35:06,   22pt 3rb 8as 4st 1bl 4to 2trey 5-12fg 10-11ft
2018-03-09,PG,"Ball, Lonzo",47.6,"7,500",lal,@ den, 116-125,37:41,   15pt 8rb 8as 4st 1bl 4to 1trey 7-16fg
2018-03-09,PG,"Lowry, Kyle",42.6,"7,600",tor,v hou, 108-105,33:09,   30pt 3rb 6as 1st 3to 7trey 10-14fg 3-4ft
2018-03-09,PG,"Lillard, Damian",41.8,"9,700",por,v gsw, 125-108,37:23,   28pt 4rb 8as 3to 4trey 8-21fg 8-8ft
2018-03-09,SG,"Harris, Gary",40.5,"6,700",den,v lal, 125-116,38:32,   19pt 5rb 5as 3st 1to 5trey 6-10fg 2-2ft
2018-03-09,SG,"Jr, Tim",39.4,"6,100",nyk,@ mil, 112-120,32:02,   26pt 7rb 2as 1st 1to 4trey 10-20fg 2-2ft
2018-03-09,SG,"McCollum, CJ",38.3,"7,300",por,v gsw, 125-108,38:05,   30pt 4rb 1as 1bl 1to 5trey 10-19fg 5-7ft
2018-03-09,PG,"Joseph, Cory",36.4,"5,500",ind,v atl, 112-87,35:11,   18pt 7rb 4as 2st 2to 2trey 7-13fg 2-2ft
2018-03-09,SG,"Middleton, Khris",35.3,"7,000",mil,v nyk, 120-112,31:09,   30pt 4rb 1as 1to 2trey 11-16fg 6-6ft
2018-03-09,PG,"Rivers, Austin",34.6,"6,400",lac,v cle, 116-102,37:49,   15pt 3rb 6as 3st 2to 1trey 6-14fg 2-2ft
2018-03-09,SG,"Smith, JR",34.1,"3,700",cle,@ lac, 102-116,34:33,   15pt 3rb 5as 3st 1to 3trey 6-15fg
2018-03-09,SG,"Oladipo, Victor",33.5,"9,900",ind,v atl, 112-87,25:22,   17pt 5rb 5as 2st 3to 2trey 7-9fg 1-1ft
2018-03-09,PG,"Rubio, Ricky",33.5,"7,000",uta,@ mem, 95-78,30:51,   15pt 10rb 5as 1to 3-10fg 9-11ft
2018-03-09,PG,"Satoransky, Tomas",32.5,"5,800",was,@ nor, 116-97,31:18,   8pt 5rb 9as 1st 1bl 1to 4-8fg
2018-03-09,SG,"Beal, Bradley",32.3,"8,600",was,@ nor, 116-97,29:05,   16pt 4rb 7as 1st 2to 2trey 6-14fg 2-3ft
2018-03-09,PG,"III, Frank",32,"3,900",sac,v orl, 94-88,27:46,   7pt 10rb 6as 3st 5to 2-12fg 3-3ft
2018-03-09,SG,"Thompson, Klay",31.9,"6,500",gsw,@ por, 108-125,35:49,   25pt 2rb 3as 1st 3to 4trey 9-19fg 3-4ft
2018-03-09,SG,"DeRozan, DeMar",31.4,"8,200",tor,v hou, 108-105,36:32,   23pt 7rb 2as 3to 3trey 8-19fg 4-6ft
2018-03-09,SG,"Pope, Kentavious",31.3,"6,800",lal,@ den, 116-125,39:03,   17pt 9rb 1as 1st 1to 5trey 5-11fg 2-2ft
2018-03-09,SG,"Mitchell, Donovan",31,"8,000",uta,@ mem, 95-78,34:45,   12pt 5rb 6as 2st 1bl 5to 3trey 4-15fg 1-1ft
2018-03-09,PG,"Collison, Darren",29.9,"5,200",ind,v atl, 112-87,20:35,   17pt 2rb 5as 1st 2trey 7-10fg 1-2ft
2018-03-09,PG,"Bledsoe, Eric",29.6,"7,600",mil,v nyk, 120-112,28:01,   7pt 3rb 8as 4st 5to 1trey 3-6fg 0-2ft
2018-03-09,SG,"Temple, Garrett",29.4,"3,800",sac,v orl, 94-88,30:04,   23pt 2rb 2as 1st 2to 4trey 7-10fg 5-5ft
2018-03-09,PG,"Dunn, Kris",29.2,"7,400",chi,@ det, 83-99,25:18,   13pt 1rb 4as 3st 1trey 6-12fg
2018-03-09,PG,"Paul, Chris",29.1,"8,300",hou,@ tor, 105-108,33:17,   14pt 3rb 3as 3st 2to 5-13fg 4-4ft
2018-03-09,SG,"Barton, Will",28.5,"7,100",den,v lal, 125-116,39:22,   13pt 5rb 5as 1st 1to 3trey 5-11fg
2018-03-09,SG,"Bogdanovic, Bogdan",27.6,"5,800",sac,v orl, 94-88,27:03,   8pt 3rb 10as 1st 2to 2trey 3-12fg
2018-03-09,PG,"Mudiay, Emmanuel",27.4,"4,400",nyk,@ mil, 112-120,28:27,   19pt 2rb 4as 1st 3to 1trey 7-14fg 4-7ft
2018-03-09,SG,"Williams, Louis",27.3,"8,100",lac,v cle, 116-102,41:07,   15pt 4rb 7as 3to 3trey 6-17fg 0-2ft
2018-03-09,PG,"Hill, George",26.1,"4,600",cle,@ lac, 102-116,32:29,   10pt 3rb 5as 1st 1bl 1to 2trey 3-5fg 2-3ft
2018-03-09,SG,"Clarkson, Jordan",25.9,"4,200",cle,@ lac, 102-116,25:22,   21pt 2rb 1as 1st 2to 4trey 6-12fg 5-5ft
2018-03-09,PG,"VanVleet, Fred",24.9,"4,700",tor,v hou, 108-105,22:36,   11pt 2rb 5as 1st 1bl 2to 1trey 5-13fg
2018-03-09,PG,"Thornwell, Sindarius",24.8,"3,600",lac,v cle, 116-102,37:15,   14pt 4rb 1st 1bl 1trey 5-9fg 3-3ft
2018-03-09,SG,"Kennard, Luke",24.2,"3,600",det,v chi, 99-83,31:14,   10pt 6rb 4as 1bl 2to 1trey 2-9fg 5-5ft
2018-03-09,PG,"Augustin, DJ",23.9,"5,200",orl,@ sac, 88-94,28:18,   12pt 2rb 7as 1to 4trey 4-9fg
2018-03-09,SG,"Morris, Jaylen",23.4,"3,500",atl,@ ind, 87-112,24:39,   9pt 2rb 2as 2st 1bl 1trey 4-9fg
2018-03-09,PG,"Payne, Cameron",22.2,"3,600",chi,@ det, 83-99,22:41,   17pt 1rb 2st 2to 4trey 6-10fg 1-1ft
2018-03-09,PG,"Smith, Ishmael",22.1,"5,600",det,v chi, 99-83,31:20,   12pt 3rb 3as 1st 1to 5-10fg 2-2ft
2018-03-09,SG,"Liggins, DeAndre",21.1,"3,500",nor,v was, 97-116,21:30,   10pt 3rb 5as 2trey 4-5fg
2018-03-09,PG,"Dorsey, Tyler",20.8,"3,500",atl,@ ind, 87-112,24:54,   18pt 4rb 2to 3trey 6-15fg 3-3ft
2018-03-09,SG,"Brown, Sterling",19.9,"3,600",mil,v nyk, 120-112,21:48,   11pt 7rb 1as 1to 3trey 3-5fg 2-2ft
2018-03-09,PG,"Rondo, Rajon",19.6,"6,500",nor,v was, 97-116,19:53,   11pt 3rb 4as 1st 4to 3-7fg 5-6ft
2018-03-09,PG,"Clark, Ian",19.6,"3,500",nor,v was, 97-116,31:42,   8pt 3rb 4as 1st 1to 4-13fg
2018-03-09,PG,"Thomas, Isaiah",19.4,"6,700",lal,@ den, 116-125,28:55,   10pt 2rb 4as 1st 2to 5-13fg
2018-03-09,SG,"Meeks, Jodie",19.3,"3,500",was,@ nor, 116-97,21:14,   10pt 4rb 1as 1st 2trey 4-8fg
2018-03-09,PG,"Schroder, Dennis",19.2,"6,500",atl,@ ind, 87-112,24:26,   15pt 1rb 4as 1st 6to 1trey 6-14fg 2-2ft
2018-03-09,SG,"Gordon, Eric",18.7,"5,600",hou,@ tor, 105-108,29:24,   14pt 1rb 1as 1bl 1to 3trey 5-14fg 1-1ft
2018-03-09,SG,"Korver, Kyle",18.3,"4,100",cle,@ lac, 102-116,23:39,   0pt 4rb 3as 1st 2bl 0-4fg
2018-03-09,SG,"McLemore, Ben",17.8,"4,800",mem,v uta, 78-95,27:37,   14pt 4rb 1to 2trey 5-11fg 2-2ft
2018-03-09,SG,"Holiday, Jrue",17.6,"8,500",nor,v was, 97-116,28:01,   4pt 3rb 2as 3bl 2to 2-8fg
2018-03-09,PG,"Mack, Shelvin",16.9,"3,700",orl,@ sac, 88-94,25:25,   8pt 2rb 1as 2st 1bl 4to 2trey 3-10fg
2018-03-09,PG,"Ennis, Tyler",16.7,"3,500",lal,@ den, 116-125,17:02,   8pt 1rb 3as 1st 1bl 3to 2trey 3-3fg
2018-03-09,SG,"LaVine, Zach",15.6,"7,000",chi,@ det, 83-99,26:49,   8pt 3rb 2st 2to 3-15fg 2-3ft
2018-03-09,PG,"Mayes, Xavier",15.5,"4,000",mem,v uta, 78-95,26:05,   8pt 1as 2st 1bl 3to 1trey 3-9fg 1-2ft
2018-03-09,PG,"Sessions, Ramon",15.2,"3,500",was,@ nor, 116-97,22:21,   7pt 1rb 6as 2to 1-6fg 5-7ft
2018-03-09,SG,"Bazemore, Kent",15.1,"5,400",atl,@ ind, 87-112,20:21,   4pt 3rb 1as 1st 1bl 2-10fg
2018-03-09,SG,"Jr, Walter",14.7,"3,500",nor,v was, 97-116,12:00,   7pt 1rb 3as 1bl 1to 3-6fg 1-1ft
2018-03-09,PG,"Nelson, Jameer",13.5,"3,600",det,v chi, 99-83,16:40,   4pt 3as 2st 1bl 4to 1-5fg 2-2ft
2018-03-09,SG,"Harris, Devin",13.5,"3,600",den,v lal, 125-116,15:51,   12pt 1as 2trey 4-7fg 2-3ft
2018-03-09,SG,"Simmons, Kobi",12.1,"4,500",mem,v uta, 78-95,25:53,   6pt 3rb 3as 2to 3-7fg
2018-03-09,PG,"Neto, Raul",11.2,"3,500",uta,@ mem, 95-78,12:30,   4pt 1rb 4as 1-3fg 2-2ft
2018-03-09,PG,"Burke, Trey",10.9,"5,200",nyk,@ mil, 112-120,14:16,   4pt 2rb 3as 2-6fg
2018-03-09,PG,"Teodosic, Milos",10.4,"4,500",lac,v cle, 116-102,18:27,   3pt 2rb 6as 4to 1trey 1-3fg
2018-03-09,PG,"Magette, Josh",10.2,"3,500",atl,@ ind, 87-112,15:25,   0pt 1rb 6as 0-1fg
2018-03-09,PG,"Livingston, Shaun",10.2,"3,500",gsw,@ por, 108-125,17:54,   6pt 1rb 2as 3-5fg
2018-03-09,PG,"Napier, Shabazz",10.2,"4,400",por,v gsw, 125-108,16:09,   10pt 1rb 1to 1trey 3-7fg 3-4ft
2018-03-09,PG,"Cook, Quinn",9.2,"3,500",gsw,@ por, 108-125,30:06,   8pt 1rb 3-8fg 2-2ft
2018-03-09,PG,"Ntilikina, Frank",9.1,"3,600",nyk,@ mil, 112-120,33:27,   2pt 3rb 3as 1to 1-4fg
2018-03-09,SG,"Powell, Norman",9.1,"3,700",tor,v hou, 108-105,31:10,   2pt 3rb 3as 1to 1-6fg
2018-03-09,SG,"Hield, Buddy",9.1,"5,700",sac,v orl, 94-88,29:36,   0pt 3rb 3as 1st 2to 0-8fg
2018-03-09,SG,"Snell, Tony",7.7,"3,500",mil,v nyk, 120-112,27:23,   0pt 1rb 5as 1to 0-3fg
2018-03-09,SG,"Holiday, Justin",7.4,"4,100",chi,@ det, 83-99,12:00,   6pt 2rb 1to 2trey 2-6fg
2018-03-09,SG,"Selden, Wayne",7,"3,700",mem,v uta, 78-95,15:37,   4pt 2as 2-5fg
2018-03-09,SG,"Young, Nick",6.6,"3,500",gsw,@ por, 108-125,23:55,   3pt 3rb 1trey 1-4fg
2018-03-09,PG,"Blakeney, Antonio",5.2,"3,500",chi,@ det, 83-99,2:49,   4pt 1rb 2-2fg
2018-03-09,PG,"Evans, Jawun",4.2,"3,900",lac,v cle, 116-102,9:22,   0pt 1rb 2as
2018-03-09,SG,"Terry, Jason",3.9,"3,500",mil,v nyk, 120-112,17:12,   0pt 2rb 1as 0-1fg
2018-03-09,SG,"Connaughton, Pat",3,"3,500",por,v gsw, 125-108,5:59,   3pt 1trey 1-2fg
2018-03-09,SG,"Dotson, Damyean",2.2,"3,500",nyk,@ mil, 112-120,7:30,   2pt 1rb 1to 1-3fg
