Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2018-11-14,PG,"Lillard, Damian",58.1,"9,300",por,@ lal, 117-126,37:31,   31pt 8rb 11as 1bl 2to 3trey 8-23fg 12-13ft
2018-11-14,SG,"Wiggins, Andrew",46.2,"6,700",min,v nor, 107-100,38:03,   23pt 6rb 4as 3st 1bl 2to 4trey 8-22fg 3-5ft
2018-11-14,SG,"Schroder, Dennis",40.8,"7,900",okc,v nyk, 128-103,29:54,   15pt 4rb 12as 1st 1bl 3to 3trey 5-10fg 2-2ft
2018-11-14,PG,"Teague, Jeff",40.4,"6,700",min,v nor, 107-100,36:59,   14pt 2rb 14as 1st 1bl 3to 1trey 4-13fg 5-6ft
2018-11-14,PG,"Irving, Kyrie",39.7,"8,900",bos,v chi, 111-82,27:45,   17pt 6rb 7as 2st 1to 1trey 6-8fg 4-4ft
2018-11-14,PG,"Conley, Mike",38.4,"7,800",mem,@ mil, 116-113,35:38,   26pt 2rb 4as 2st 2to 2trey 9-16fg 6-8ft
2018-11-14,PG,"Bledsoe, Eric",37.7,"7,000",mil,v mem, 113-116,29:56,   15pt 6rb 7as 2st 1to 1trey 6-11fg 2-4ft
2018-11-14,PG,"Harrison, Shaquille",36.7,"3,700",chi,@ bos, 82-111,22:54,   16pt 6rb 1as 4st 7-10fg 2-2ft
2018-11-14,PG,"Johnson, Tyler",36.5,"4,300",mia,@ bkn, 120-107,30:44,   24pt 5rb 1as 2bl 1to 2trey 9-12fg 4-4ft
2018-11-14,SG,"Beal, Bradley",35.1,"8,700",was,v cle, 119-95,27:59,   20pt 3rb 3as 3st 2to 3trey 7-16fg 3-4ft
2018-11-14,SG,"Booker, Devin",34.8,"7,600",pho,v sas, 116-96,37:10,   13pt 4rb 12as 2st 7to 2trey 5-14fg 1-1ft
