Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2017-10-30,PG,"Teague, Jeff",59.5,"6,500",min,@ mia, 125-122,37:25,   23pt 5rb 11as 6st 4to 3trey 7-18fg 6-6ft
2017-10-30,PG,"Curry, Stephen",54,"9,400",gsw,@ lac, 141-113,29:54,   31pt 5rb 6as 2st 1bl 1to 7trey 9-14fg 6-8ft
2017-10-30,SG,"Harden, James",52.3,"11,000",hou,v phi, 107-115,38:27,   29pt 4rb 7as 4st 1bl 7to 3trey 8-21fg 10-12ft
2017-10-30,SG,"Waiters, Dion",49,"5,800",mia,v min, 122-125,38:47,   33pt 5rb 4as 3st 5to 1trey 14-28fg 4-5ft
2017-10-30,PG,"Irving, Kyrie",46.4,"8,200",bos,v sas, 108-94,30:20,   24pt 2rb 6as 3st 1bl 1to 3trey 10-16fg 1-1ft
2017-10-30,PG,"Lillard, Damian",44.4,"9,300",por,v tor, 85-99,40:36,   36pt 2rb 2as 2st 1bl 6to 3trey 12-23fg 9-10ft
2017-10-30,PG,"Rubio, Ricky",40.4,"7,800",uta,v dal, 104-89,33:34,   20pt 2rb 6as 4st 3to 4trey 8-15fg
2017-10-30,PG,"Walker, Kemba",39.4,"8,100",cha,@ mem, 104-99,29:28,   27pt 2rb 6as 1st 2to 1trey 7-15fg 12-13ft
2017-10-30,PG,"Lowry, Kyle",37,"7,500",tor,@ por, 99-85,34:29,   19pt 10rb 6as 3to 3trey 6-14fg 4-4ft
2017-10-30,SG,"Evans, Tyreke",35.5,"5,200",mem,v cha, 99-104,30:06,   19pt 10rb 3as 2trey 6-17fg 5-5ft
2017-10-30,SG,"Wiggins, Andrew",34.9,"6,200",min,@ mia, 125-122,40:16,   22pt 7rb 1as 1st 1bl 3to 1trey 7-23fg 7-8ft
2017-10-30,SG,"Harris, Gary",34.9,"5,500",den,@ nyk, 110-116,35:11,   18pt 2rb 3as 3st 1bl 2to 4trey 6-15fg 2-2ft
2017-10-30,PG,"Conley, Mike",32.4,"7,300",mem,v cha, 99-104,31:53,   16pt 2rb 6as 2st 1to 4-18fg 8-10ft
2017-10-30,SG,"DeRozan, DeMar",31.6,"8,300",tor,@ por, 99-85,36:47,   25pt 3rb 4as 3to 10-20fg 5-7ft
2017-10-30,PG,"Holiday, Jrue",30.8,"7,500",nor,v orl, 99-115,34:52,   11pt 4rb 8as 3st 6to 5-9fg 1-2ft
2017-10-30,PG,"Dragic, Goran",29.7,"6,900",mia,v min, 122-125,39:08,   18pt 6rb 5as 1st 6to 1trey 8-16fg 1-2ft
2017-10-30,SG,"Paul, Brandon",29.5,"3,000",sas,@ bos, 94-108,29:40,   18pt 5rb 1as 1st 1bl 2to 3trey 6-8fg 3-3ft
2017-10-30,SG,"Harris, Devin",29.4,"3,000",dal,@ uta, 89-104,24:37,   15pt 2rb 6as 1st 1trey 4-10fg 6-6ft
2017-10-30,SG,"Jr, Tim",29.3,"4,300",nyk,v den, 116-110,33:29,   13pt 4rb 3as 3st 2to 3trey 4-11fg 2-2ft
2017-10-30,SG,"Hood, Rodney",29.1,"5,200",uta,v dal, 104-89,29:05,   25pt 3rb 1as 1to 5trey 9-15fg 2-2ft
2017-10-30,PG,"McConnell, TJ",29.1,"4,900",phi,@ hou, 115-107,26:09,   11pt 3rb 5as 1st 2bl 2to 3trey 4-7fg
2017-10-30,PG,"Jack, Jarrett",28.6,"4,200",nyk,v den, 116-110,32:28,   6pt 3rb 10as 2st 2to 3-5fg
2017-10-30,SG,"Lamb, Jeremy",28.1,"6,500",cha,@ mem, 104-99,28:09,   17pt 8rb 1as 1trey 6-13fg 4-6ft
2017-10-30,PG,"Murray, Jamal",27.6,"4,700",den,@ nyk, 110-116,32:16,   20pt 3rb 2as 1st 2to 2trey 8-16fg 2-2ft
2017-10-30,SG,"Gordon, Eric",27,"6,500",hou,v phi, 107-115,36:51,   25pt 2as 1st 4to 5trey 8-18fg 4-4ft
2017-10-30,SG,"Thompson, Klay",27,"6,900",gsw,@ lac, 141-113,29:48,   15pt 5rb 6as 3to 1trey 6-14fg 2-2ft
2017-10-30,SG,"Barton, Will",26.8,"5,500",den,@ nyk, 110-116,23:49,   13pt 4rb 2as 2st 1trey 5-10fg 2-4ft
2017-10-30,SG,"Moore, E",26.3,"4,100",nor,v orl, 99-115,31:54,   8pt 4rb 3as 3st 4-11fg
2017-10-30,SG,"McCollum, CJ",24.6,"7,700",por,v tor, 85-99,31:49,   16pt 3rb 2as 1bl 1to 3trey 5-16fg 3-3ft
2017-10-30,SG,"Monk, Malik",24.3,"3,800",cha,@ mem, 104-99,23:39,   13pt 4rb 3as 1bl 1to 3trey 5-15fg
2017-10-30,SG,"Smart, Marcus",24.1,"6,400",bos,v sas, 108-94,29:59,   9pt 3rb 7as 1st 2to 1trey 3-10fg 2-3ft
2017-10-30,PG,"Murray, Dejounte",23,"5,300",sas,@ bos, 94-108,29:24,   10pt 5rb 4as 2st 5to 5-11fg 0-2ft
2017-10-30,SG,"Rozier, Terry",22.8,"4,200",bos,v sas, 108-94,18:05,   12pt 4rb 2st 2trey 5-13fg
2017-10-30,SG,"Ross, Terrence",22.3,"3,800",orl,@ nor, 115-99,30:42,   8pt 4rb 3as 2st 1to 1trey 3-7fg 1-2ft
2017-10-30,PG,"Wright, Delon",22,"4,000",tor,@ por, 99-85,22:03,   7pt 5rb 2as 2st 1trey 2-9fg 2-2ft
2017-10-30,PG,"Mudiay, Emmanuel",21.7,"3,600",den,@ nyk, 110-116,19:37,   15pt 1rb 1as 2st 2to 3trey 3-6fg 6-6ft
2017-10-30,SG,"Lee, Courtney",21.4,"4,300",nyk,v den, 116-110,34:54,   12pt 2rb 4as 1st 2to 2trey 4-8fg 2-2ft
2017-10-30,PG,"Augustin, DJ",21.2,"5,800",orl,@ nor, 115-99,23:01,   6pt 1rb 4as 3st 1to 1-5fg 4-4ft
2017-10-30,SG,"Powell, Norman",21.1,"3,600",tor,@ por, 99-85,22:16,   8pt 3rb 1as 1st 2bl 1to 2trey 3-9fg
2017-10-30,SG,"Crawford, Jamal",20.7,"3,600",min,@ mia, 125-122,21:33,   13pt 1rb 3as 1st 1to 1trey 3-7fg 6-6ft
2017-10-30,PG,"Beverley, Patrick",20.4,"5,900",lac,v gsw, 113-141,25:56,   14pt 2rb 4as 2to 4trey 5-11fg
2017-10-30,SG,"Luwawu, Timothe",20,"3,000",phi,@ hou, 115-107,16:41,   17pt 1st 2trey 4-7fg 7-7ft
2017-10-30,SG,"Williams, Louis",19.7,"4,600",lac,v gsw, 113-141,25:39,   17pt 1rb 3as 3to 1trey 3-8fg 10-11ft
2017-10-30,PG,"Bayless, Jerryd",19.5,"4,300",phi,@ hou, 115-107,40:27,   10pt 5rb 5as 4to 2trey 3-6fg 2-2ft
