Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-04-05,SG,"Wright, Delon",65,"7,000",mem,@ dal, 122-112,39:03,   26pt 10rb 14as 2st 2trey 10-19fg 4-5ft
2019-04-05,PG,"Caruso, Alex",57.5,"5,200",lal,@ lac, 122-117,38:11,   32pt 10rb 5as 2st 1bl 3to 5trey 10-19fg 7-7ft
2019-04-05,PG,"Curry, Stephen",56.7,"9,400",gsw,v cle, 120-114,36:06,   40pt 6rb 7as 1bl 4to 9trey 12-21fg 7-7ft
2019-04-05,SG,"Harden, James",50.6,"12,000",hou,v nyk, 120-96,29:12,   26pt 8rb 8as 1st 1bl 3to 5trey 8-21fg 5-5ft
2019-04-05,PG,"Westbrook, Russell",50.1,"12,000",okc,v det, 123-110,35:12,   19pt 8rb 15as 1st 4to 1trey 6-18fg 6-10ft
2019-04-05,PG,"Walker, Kemba",48.2,"9,000",cha,v tor, 113-111,35:48,   29pt 6rb 8as 4trey 11-18fg 3-3ft
2019-04-05,SG,"Crawford, Jamal",46.9,"4,500",pho,v nor, 133-126,34:15,   28pt 2rb 7as 3st 3to 4trey 9-21fg 6-6ft
2019-04-05,PG,"Dragic, Goran",46.9,"6,500",mia,@ min, 109-111,38:05,   15pt 7rb 9as 4st 2to 1trey 6-13fg 2-3ft
2019-04-05,PG,"Young, Trae",46.4,"8,900",atl,@ orl, 113-149,27:20,   22pt 7rb 6as 3st 2to 1trey 8-17fg 5-7ft
2019-04-05,SG,"Mitchell, Donovan",45.5,"9,700",uta,v sac, 119-98,31:34,   23pt 5rb 9as 1st 2trey 9-19fg 3-3ft
2019-04-05,SG,"Lee, Courtney",44.3,"3,500",dal,v mem, 112-122,30:22,   21pt 4rb 7as 3st 1to 3trey 9-15fg
2019-04-05,SG,"Pope, Kentavious",44.2,"6,200",lal,@ lac, 122-117,40:11,   25pt 6rb 4as 2st 5trey 9-25fg 2-2ft
2019-04-05,PG,"Alexander, Shai",43.6,"6,400",lac,v lal, 117-122,37:00,   20pt 8rb 6as 1st 1bl 1to 10-19fg
2019-04-05,SG,"Lamb, Jeremy",43,"5,400",cha,v tor, 113-111,26:58,   22pt 5rb 4as 3st 2trey 9-16fg 2-2ft
2019-04-05,SG,"Clark, Ian",42.8,"3,900",nor,@ pho, 126-133,39:33,   24pt 4rb 4as 2st 1bl 1to 4trey 9-17fg 2-2ft
2019-04-05,PG,"Payton, Elfrid",41,"7,200",nor,@ pho, 126-133,43:25,   14pt 5rb 12as 2st 3to 2trey 6-14fg
2019-04-05,PG,"Sexton, Collin",40.2,"6,300",cle,@ gsw, 114-120,31:54,   27pt 1rb 4as 2st 3trey 10-21fg 4-4ft
2019-04-05,PG,"Murray, Jamal",39.8,"7,300",den,v por, 119-110,35:53,   23pt 4rb 6as 1st 2trey 7-15fg 7-7ft
2019-04-05,SG,"Schroder, Dennis",39.4,"5,000",okc,v det, 123-110,30:41,   14pt 7rb 10as 1st 1to 1trey 6-14fg 1-1ft
2019-04-05,PG,"Lowry, Kyle",35.5,"6,400",tor,@ cha, 111-113,36:16,   16pt 5rb 11as 3to 2trey 6-13fg 2-2ft
2019-04-05,PG,"Rondo, Rajon",34.2,"7,400",lal,@ lac, 122-117,36:40,   15pt 6rb 12as 6to 3trey 6-16fg 0-1ft
2019-04-05,SG,"Williams, Louis",33.8,"7,000",lac,v lal, 117-122,34:04,   18pt 4rb 8as 1to 3trey 4-12fg 7-7ft
2019-04-05,SG,"Ross, Terrence",33.4,"5,400",orl,v atl, 149-113,27:39,   25pt 2rb 2as 2st 3to 6trey 8-13fg 3-3ft
2019-04-05,SG,"Beal, Bradley",32.9,"8,900",was,v sas, 112-129,30:41,   25pt 2rb 5as 2to 2trey 9-19fg 5-6ft
2019-04-05,PG,"Paul, Chris",32.8,"8,700",hou,v nyk, 120-96,23:51,   11pt 4rb 10as 1st 1to 3trey 4-9fg
