Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Admiral Schofield,,O,SF,3500,WAS,@LAL,1,113,,,103,100,-4%,0,1,2,1,7,9,6.3,5.5,-1.6,12.6,0.0,0.0,0.0,0,0.0,0.0
Keldon Johnson,,O,SF,3500,SAS,LAC,1,111,,,105,103,7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Quinndary Weatherspoon,,O,SG,3500,SAS,LAC,1,111,,,105,103,7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luka Samanic,,O,PF,3500,SAS,LAC,1,111,,,105,103,-11%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sekou Doumbouya,,O,PF,3500,DET,CHA,1,111,,,102,110,16%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matt Thomas,,O,SG,3500,TOR,@ORL,1,106,13,13,100,103,-5%,2,4,3,6,11,11,7.0,7.2,2.7,11.8,0.0,0.0,0.0,0,0.0,0.0
Brian Bowen,,O,SG,3500,IND,ATL,1,117,,,106,111,8%,1,1,1,4,3,3,2.1,2.1,1.2,3.0,0.0,0.0,0.0,0,0.0,0.0
Vincent Poirier,,,C,3500,BOS,@BKN,1,109,,,106,106,6%,1,1,1,5,5,5,5.2,4.5,-1.3,10.3,0.0,0.0,0.0,0,0.0,0.0
Darius Bazley,,,SF,3500,OKC,NOR,1,117,13,9,107,111,5%,4,3,4,17,15,17,11.6,11.4,4.2,18.7,15.5,12.6,3.6,14.9,13.7,3.9
Alen Smailagic,,O,PF,3500,GSW,@MIA,1,99,,,103,101,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Cody Martin,,O,SG,3500,CHA,@DET,1,103,14,11,102,107,8%,3,2,3,6,6,12,3.4,9.5,0.2,18.9,0.0,0.0,0.0,0,0.0,0.0
Jalen McDaniels,,O,PF,3500,CHA,@DET,1,103,,,102,107,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolas Claxton,,,PF,3500,BKN,BOS,1,104,12,10,102,101,1%,1,2,3,15,16,14,9.5,10.1,5.1,15.0,0.0,0.0,0.0,0,0.0,0.0
Allonzo Trier,,,SG,3500,NYK,PHI,1,102,23,15,102,102,-6%,3,3,4,6,10,14,9.6,11.5,1.2,21.8,0.0,0.0,0.0,0,0.0,0.0
Goga Bitadze,,,C,3500,IND,ATL,1,117,16,16,106,111,8%,4,4,4,10,12,16,11.9,16.2,5.6,26.7,10.0,10.5,3.0,4.2,2.4,0.7
Matisse Thybulle,8,,SF,3500,PHI,@NYK,1,108,15,10,100,110,0%,4,4,4,12,16,14,14.6,12.3,1.5,23.2,23.5,19.3,5.5,21.4,7.2,2.1
John Collins,1,O,PF,3500,ATL,@IND,1,106,19,20,102,101,-9%,14,12,12,34,32,32,37.6,37.6,30.0,45.1,0.0,0.0,0.0,0,0.0,0.0
Amile Jefferson,,,PF,3500,ORL,TOR,1,103,,,104,100,14%,1,1,1,2,3,3,3.9,3.9,0.2,7.5,0.0,0.0,0.0,0,0.0,0.0
DeMarre Carroll,,,SF,3500,SAS,LAC,1,111,,,105,103,-10%,3,2,2,13,12,11,8.1,7.7,3.8,11.7,10.5,7.7,2.2,0,0.0,0.0
Ryan Arcidiacono,,P,PG,3500,CHI,@POR,1,110,12,10,105,109,9%,3,4,4,11,18,18,9.4,11.5,5.6,17.4,17.0,11.4,3.3,15.1,4.0,1.1
Alex Caruso,,,PG,3500,LAL,WAS,1,124,14,8,107,113,12%,2,4,5,19,19,20,10.4,13.3,7.3,19.3,18.5,14.1,4.0,19.3,12.1,3.5
Tyrone Wallace,,,PG,3500,ATL,@IND,1,106,17,5,102,101,5%,2,3,3,6,10,12,6.1,7.4,2.1,12.7,0.0,0.0,0.0,0,0.0,0.0
Troy Daniels,,,SG,3500,LAL,WAS,1,124,15,8,107,113,12%,5,5,5,13,16,15,8.9,8.4,2.4,14.4,10.5,6.9,2.0,13.2,5.4,1.5
Matthew Dellavedova,,,PG,3500,CLE,MIL,1,109,15,4,108,101,7%,3,3,3,17,16,15,8.7,8.8,4.2,13.3,14.0,9.9,2.8,6.6,4.5,1.3
Doug McDermott,,,SF,3500,IND,ATL,1,117,18,10,106,111,22%,5,6,8,17,21,21,12.0,14.1,6.1,22.0,16.5,11.3,3.2,14.5,10.0,2.9
Alfonzo McKinnie,,,SF,3500,CLE,MIL,1,109,13,9,108,101,-12%,4,4,3,15,15,12,10.7,8.1,0.7,15.5,0.0,0.0,0.0,4.3,1.2,0.3
Malcolm Miller,,,PF,3500,TOR,@ORL,1,106,,,100,103,-10%,3,2,2,8,7,6,4.3,4.2,-1.0,9.3,0.0,0.0,0.0,4.5,1.5,0.4
Abdel Nader,,,SF,3500,OKC,NOR,1,117,19,12,107,111,8%,6,4,4,14,14,13,12.9,9.4,2.3,16.5,11.0,8.3,2.4,22.4,25.6,7.3
C.J. Miles,,O,SF,3500,WAS,@LAL,1,113,18,11,103,100,-3%,5,5,6,17,17,17,13.9,14.6,6.7,22.4,0.0,0.0,0.0,0,0.0,0.0
Marco Belinelli,,,SG,3500,SAS,LAC,1,111,19,5,105,103,-7%,6,6,6,18,16,17,11.1,9.7,5.3,14.1,0.0,0.0,0.0,12.9,17.2,4.9
Semi Ojeleye,,,SF,3500,BOS,@BKN,1,109,9,6,106,106,3%,6,4,2,25,19,13,8.1,5.6,-0.1,11.3,17.0,8.5,2.4,15.6,6.0,1.7
Antonius Cleveland,,O,SG,3500,DAL,@PHO,2,117,,,105,106,-9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wesley Iwundu,,,SF,3500,ORL,TOR,1,103,14,6,104,100,-4%,7,4,3,23,19,15,12.4,8.6,2.8,14.4,11.5,7.6,2.2,0,0.0,0.0
Frank Mason,,,PG,3500,MIL,@CLE,1,121,,,102,110,9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Dante Exum,,,PG,3500,UTA,@MEM,1,115,,,107,110,9%,1,1,1,4,7,7,3.8,3.8,0.9,6.6,0.0,0.0,0.0,4.4,7.4,2.1
David Nwaba,,,SG,3500,BKN,BOS,1,104,9,11,102,101,-2%,3,1,1,11,8,11,7.2,7.9,1.7,14.0,0.0,0.0,0.0,0,0.0,0.0
Jared Dudley,,,SF,3500,LAL,WAS,1,124,,,107,113,3%,1,1,1,5,8,7,4.5,3.6,-1.7,8.9,0.0,0.0,0.0,13.9,10.0,2.9
Raul Neto,,,PG,3500,PHI,@NYK,1,108,16,11,100,110,0%,2,2,3,9,8,12,3.4,8.3,-0.2,16.8,17.5,13.5,3.9,6.1,4.5,1.3
Derrick Walton Jr.,,,PG,3500,LAC,@SAS,1,116,,,103,112,11%,1,0,0,4,3,3,1.2,1.2,-0.9,3.2,0.0,0.0,0.0,2.8,0.0,0.0
Luke Kornet,,,PF,3500,CHI,@POR,1,110,16,9,105,109,-2%,2,3,4,8,10,12,9.0,9.4,4.8,13.9,0.0,0.0,0.0,0,0.0,0.0
Johnathan Motley,,O,PF,3500,LAC,@SAS,1,116,,,103,112,2%,2,2,2,2,2,2,3.2,3.2,0.4,6.0,0.0,0.0,0.0,0,0.0,0.0
Mike Muscala,,,PF,3500,OKC,NOR,1,117,18,8,107,111,5%,6,4,4,13,11,12,11.3,9.3,2.4,16.1,0.0,0.0,0.0,0,0.0,0.0
Kyle O'Quinn,,O,C,3500,PHI,@NYK,1,108,18,17,100,110,-6%,1,1,3,7,9,9,10.8,10.4,2.8,18.0,0.0,0.0,0.0,0,0.0,0.0
Chandler Parsons,,,SF,3500,ATL,@IND,1,106,,,102,101,-29%,4,4,4,10,10,10,9.8,9.8,-4.1,23.7,0.0,0.0,0.0,0,0.0,0.0
Iman Shumpert,,,SG,3500,BKN,BOS,1,104,14,5,102,101,-2%,5,5,5,19,20,19,13.4,11.4,5.8,17.0,19.0,12.9,3.7,18.7,12.2,3.5
Solomon Hill,,,SF,3500,MEM,UTA,1,108,14,10,103,101,-10%,4,3,4,19,18,18,11.6,13.0,7.4,18.7,16.5,10.6,3.0,15.4,11.1,3.2
Andre Roberson,,O,SG,3500,OKC,NOR,1,117,,,107,111,4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wayne Ellington,,,SG,3500,NYK,PHI,1,102,17,7,102,102,-8%,7,5,5,23,15,15,10.4,8.8,2.2,15.4,14.5,8.7,2.5,12.2,2.7,0.8
Patrick Patterson,,,PF,3500,LAC,@SAS,1,116,14,10,103,112,2%,4,3,4,5,5,14,6.6,9.4,2.8,16.1,0.0,0.0,0.0,2.8,3.0,0.9
Evan Turner,,,SG,3500,ATL,@IND,1,106,21,11,102,101,5%,6,5,4,13,12,13,10.4,11.9,4.7,19.2,12.5,11.3,3.2,13.2,3.0,0.9
Gordon Hayward,,O,SF,3500,BOS,@BKN,1,109,24,22,106,106,-12%,18,15,14,31,33,34,40.5,37.1,23.9,50.4,0.0,0.0,0.0,0,0.0,0.0
Ed Davis,,,PF,3500,UTA,@MEM,1,115,,,107,110,4%,2,1,2,11,13,12,8.3,9.3,2.9,15.6,13.5,13.1,3.7,12.1,9.5,2.7
DeMarcus Cousins,,O,C,3500,LAL,WAS,1,124,,,107,113,15%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Brandon Knight,,,PG,3500,CLE,MIL,1,109,,,108,101,7%,5,6,5,9,14,13,12.1,9.9,1.0,18.8,0.0,0.0,0.0,0,0.0,0.0
Quinn Cook,,,PG,3500,LAL,WAS,1,124,19,10,107,113,6%,4,4,5,14,12,14,7.7,9.9,0.9,18.9,0.0,0.0,0.0,22.7,18.9,5.4
Seth Curry,,,PG,3500,DAL,@PHO,2,117,15,12,105,106,-9%,6,6,6,17,23,22,15.2,14.1,5.6,22.5,19.0,13.0,3.7,21.1,15.2,4.3
Tim Frazier,,,PG,3500,DET,CHA,1,111,22,6,102,110,-3%,1,3,4,4,10,12,8.6,10.1,3.1,17.1,0.0,0.0,0.0,0,0.0,0.0
Jakarr Sampson,,D,SF,3500,IND,ATL,1,117,13,10,106,111,22%,2,3,5,12,19,19,9.2,12.4,3.9,20.9,0.0,0.0,0.0,0,0.0,0.0
Michael Carter-Williams,,O,PG,3500,ORL,TOR,1,103,19,11,104,100,-2%,3,5,5,7,15,15,10.5,13.9,3.1,24.6,0.0,0.0,0.0,0,0.0,0.0
Kyle Korver,,O,SG,3500,MIL,@CLE,1,121,16,9,102,110,6%,5,5,5,14,15,15,7.0,9.3,4.1,14.4,0.0,0.0,0.0,0,0.0,0.0
Robin Lopez,,,C,3500,MIL,@CLE,1,121,15,7,102,110,3%,2,3,4,12,13,14,8.5,9.0,4.4,13.6,13.0,10.2,2.9,14.5,15.0,4.3
Alex Len,,,C,3500,ATL,@IND,1,106,18,12,102,101,3%,5,4,5,12,13,17,9.7,15.6,7.3,23.9,0.0,0.0,0.0,28.7,27.8,7.9
Ian Mahinmi,,O,C,3500,WAS,@LAL,1,113,,,103,100,-18%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Anthony Tolliver,,,PF,3500,POR,CHI,1,117,11,6,105,106,16%,4,5,4,19,19,18,10.1,10.0,1.3,18.7,0.0,0.0,0.0,0,0.0,0.0
Michael Kidd-Gilchrist,,,SF,3500,CHA,@DET,1,103,,,102,107,-2%,5,5,5,9,9,9,7.4,7.4,5.3,9.4,0.0,0.0,0.0,0,0.0,0.0
Darius Miller,,O,SF,3500,NOR,@OKC,1,112,,,102,106,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Bruno Caboclo,,,SF,3500,MEM,UTA,1,108,,,103,101,-10%,0,2,3,2,6,9,5.8,9.2,-0.7,19.1,0.0,0.0,0.0,0,0.0,0.0
Justin Jackson,,,SF,3500,DAL,@PHO,2,117,17,15,105,106,1%,2,5,5,6,14,13,12.5,10.2,2.0,18.4,11.5,8.6,2.5,12.4,11.9,3.4
Devon Hall,,,SG,3500,OKC,NOR,1,117,,,107,111,4%,2,2,2,7,7,7,4.1,4.1,-0.3,8.5,0.0,0.0,0.0,0,0.0,0.0
Jerome Robinson,,,PG,3500,LAC,@SAS,1,116,17,5,103,112,0%,3,3,3,12,10,11,6.6,7.1,-3.1,17.3,11.5,8.0,2.3,14.3,11.6,3.3
Shake Milton,,O,PG,3500,PHI,@NYK,1,108,,,100,110,-2%,3,3,4,7,9,9,2.7,4.4,-0.6,9.4,0.0,0.0,0.0,0,0.0,0.0
Jevon Carter,,,PG,3500,PHO,DAL,1,115,15,10,103,108,-5%,4,2,4,8,10,15,9.4,12.2,3.9,20.6,0.0,0.0,0.0,0,0.0,0.0
Jacob Evans,,O,SG,3500,GSW,@MIA,1,99,,,103,101,-6%,0,3,3,2,11,11,6.5,6.5,-2.9,15.9,0.0,0.0,0.0,0,0.0,0.0
Deandre Ayton,,O,C,3500,PHO,DAL,1,115,,,103,108,-6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zhaire Smith,,,SG,3500,PHI,@NYK,1,108,,,100,110,-2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Terrance Ferguson,2,,SG,3500,OKC,NOR,1,117,9,7,107,111,4%,7,7,5,26,30,27,14.3,12.9,7.2,18.5,30.5,15.5,4.4,23.3,2.0,0.6
Stephen Curry,1,O,PG,3500,GSW,@MIA,1,99,,,103,101,-9%,14,17,17,26,28,28,37.5,37.5,25.6,49.4,0.0,0.0,0.0,0,0.0,0.0
Kobi Simmons,,O,PG,3500,CHA,@DET,1,103,,,102,107,4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Josh Gray,,O,PG,3500,NOR,@OKC,1,112,,,102,106,-2%,1,1,1,11,8,8,0.8,0.8,-1.0,2.6,0.0,0.0,0.0,0,0.0,0.0
Dzanan Musa,,,SF,3500,BKN,BOS,1,104,19,6,102,101,-2%,8,7,6,19,20,16,14.4,11.0,2.9,19.1,16.5,13.5,3.9,16.8,9.4,2.7
Rodions Kurucs,,,PF,3500,BKN,BOS,1,104,,,102,101,1%,3,2,2,4,8,10,4.3,5.4,0.8,10.0,0.0,0.0,0.0,0,0.0,0.0
Alize Johnson,,,PF,3500,IND,ATL,1,117,,,106,111,8%,1,2,2,2,4,5,4.5,4.2,0.7,7.7,0.0,0.0,0.0,0,0.0,0.0
Melvin Frazier,,,SF,3500,ORL,TOR,1,103,,,104,100,-4%,3,3,3,4,4,4,2.4,2.4,1.1,3.6,0.0,0.0,0.0,0,0.0,0.0
Isaac Bonga,,,SF,3500,WAS,@LAL,1,113,11,10,103,100,-4%,1,1,3,5,5,15,3.5,10.4,2.7,18.1,0.0,0.0,0.0,17.2,8.6,2.5
Khyri Thomas,,O,SG,3500,DET,CHA,1,111,,,102,110,-5%,0,0,0,3,3,3,0.5,0.5,-0.2,1.2,0.0,0.0,0.0,0,0.0,0.0
Anfernee Simons,,,PG,3500,POR,CHI,1,117,21,12,105,106,-4%,10,9,9,24,23,22,14.2,15.8,8.0,23.5,19.5,13.8,3.9,17.5,5.1,1.5
Sviatoslav Mykhailiuk,,,SG,3500,DET,CHA,1,111,13,7,102,110,5%,6,5,4,17,20,16,10.9,7.9,1.9,13.8,11.0,6.0,1.7,14.6,8.4,2.4
Chimezie Metu,,O,C,3500,SAS,LAC,1,111,,,105,103,-11%,1,2,2,2,4,4,7.6,6.4,-3.5,16.3,0.0,0.0,0.0,0,0.0,0.0
Lonnie Walker,,,SG,3500,SAS,LAC,1,111,,,105,103,-7%,5,3,2,7,7,5,4.7,3.4,-0.5,7.4,0.0,0.0,0.0,1.1,0.0,0.0
De'Anthony Melton,,,PG,3500,MEM,UTA,1,108,,,103,101,-2%,1,4,3,6,10,8,9.9,8.4,-1.5,18.4,0.0,0.0,0.0,0,0.0,0.0
Grayson Allen,,,SG,3500,MEM,UTA,1,108,22,5,103,101,-15%,6,7,7,15,15,16,12.2,11.4,6.2,16.6,0.0,0.0,0.0,12.6,8.1,2.3
TJ Leaf,,,PF,3500,IND,ATL,1,117,18,17,106,111,8%,2,3,4,3,6,11,7.9,10.8,1.6,20.0,0.0,0.0,0.0,0,0.0,0.0
Zach Collins,,O,PF,3500,POR,CHI,1,117,,,105,106,21%,5,6,6,28,29,29,16.8,16.8,13.5,20.1,0.0,0.0,0.0,0,0.0,0.0
Wilson Chandler,,O,SF,3500,BKN,BOS,1,104,,,102,101,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Patrick Mccaw,,O,SG,3500,TOR,@ORL,1,106,,,100,103,-4%,3,3,3,20,20,20,12.8,12.8,11.1,14.6,0.0,0.0,0.0,0,0.0,0.0
Mario Hezonja,,,SF,3500,POR,CHI,1,117,14,8,105,106,-4%,2,2,5,7,9,18,6.1,13.3,4.7,21.9,0.0,0.0,0.0,0,0.0,0.0
Guillermo Hernangomez,,,C,3500,CHA,@DET,1,103,,,102,107,-7%,3,2,3,5,6,8,5.4,7.6,1.1,14.0,0.0,0.0,0.0,0,0.0,0.0
Cristiano Felicio,,O,C,3500,CHI,@POR,1,110,,,105,109,11%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jonah Bolden,,O,PF,3500,PHI,@NYK,1,108,,,100,110,0%,1,1,1,2,2,2,2.0,2.0,-2.2,6.2,0.0,0.0,0.0,0,0.0,0.0
Vince Carter,,,SF,3500,ATL,@IND,1,106,17,6,102,101,5%,4,7,6,16,17,16,10.1,10.0,2.9,17.1,16.0,11.9,3.4,10.8,4.5,1.3
Marvin Williams,,,PF,3500,CHA,@DET,1,103,14,13,102,107,8%,4,6,5,20,22,20,13.2,13.4,5.0,21.8,23.5,16.0,4.6,22.8,19.6,5.6
Kadeem Allen,,O,SG,3500,NYK,PHI,1,102,,,102,102,-8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
D.J. Wilson,,,PF,3500,MIL,@CLE,1,121,,,102,110,-1%,4,3,3,17,9,8,6.4,5.5,0.6,10.5,0.0,0.0,0.0,0,0.0,0.0
Stanley Johnson,,O,SF,3500,TOR,@ORL,1,106,,,100,103,-10%,2,2,2,4,4,4,2.9,2.9,0.2,5.6,0.0,0.0,0.0,0,0.0,0.0
Dwayne Bacon,,,SG,3500,CHA,@DET,1,103,22,6,102,107,-2%,4,4,9,11,12,21,7.5,14.8,2.4,27.3,0.0,0.0,0.0,0,0.0,0.0
Udonis Haslem,,,PF,3500,MIA,GSW,1,111,,,104,111,1%,1,1,1,5,5,5,4.3,4.3,4.2,4.4,0.0,0.0,0.0,0,0.0,0.0
Timothe Luwawu,,,SG,3500,BKN,BOS,1,104,,,102,101,-2%,1,1,1,3,3,3,0.5,0.5,-0.2,1.2,0.0,0.0,0.0,0,0.0,0.0
Furkan Korkmaz,4,,SG,3500,PHI,@NYK,1,108,16,10,100,110,-2%,7,8,8,19,21,23,13.4,14.5,6.2,22.8,29.0,19.1,5.5,30.6,16.7,4.8
Josh Magette,,,PG,3500,ORL,TOR,1,103,,,104,100,-2%,3,3,3,4,4,4,7.7,7.7,4.9,10.5,0.0,0.0,0.0,0,0.0,0.0
Josh Jackson,,O,SF,3500,MEM,UTA,1,108,,,103,101,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ante Zizic,,,C,3500,CLE,MIL,1,109,,,108,101,-7%,4,5,5,13,16,16,11.4,11.4,9.3,13.6,0.0,0.0,0.0,2.8,1.2,0.3
Thon Maker,,,C,3500,DET,CHA,1,111,13,11,102,110,9%,3,2,2,7,7,12,7.3,9.4,3.0,15.7,0.0,0.0,0.0,0,0.0,0.0
Justin Patton,,,C,3500,OKC,NOR,1,117,,,107,111,-2%,2,2,2,5,5,5,1.7,1.7,1.3,2.1,0.0,0.0,0.0,0,0.0,0.0
Henry Ellenson,,,PF,3500,BKN,BOS,1,104,,,102,101,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ivan Rabb,,O,PF,3500,NYK,PHI,1,102,,,102,102,-11%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dragan Bender,,,PF,3500,MIL,@CLE,1,121,,,102,110,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kostas Antetokounmpo,,O,PF,3500,LAL,WAS,1,124,,,107,113,2%,0,0,0,1,1,1,0.6,0.6,-0.2,1.4,0.0,0.0,0.0,0,0.0,0.0
